Full name,Nature of activity,Activity of a close family member,Organisation,Subject matter,Start date,End date,DOI date,PDF
"MOUSING, Jan",II. Member of a managing entity or equivalent structure,,AgroTech,"Head of Board. AgroTech is an authorised technological service institute which offers impartial consultancy and provides technological services based on the latest knowledge. Fields of expertise cover agriculture and food. Target groups are the food industry, nurseries and suppliers to the agricultural industry: processing companies and suppliers of machinery, technology and other aids.",2011-02,2014-12,2015-05-28,MB_doi_003.pdf
"MOUSING, Jan",II. Member of a managing entity or equivalent structure,,Hortiadvice Scandinavia A/S,Head of Board. Hortiadvice Scandinavia A/S provides advisory services to the horticultural sector in Denmark and Scandinavia.,2012-01,2012-12,2015-05-28,MB_doi_003.pdf
"MOUSING, Jan",II. Member of a managing entity or equivalent structure,,Agro Business Park,"Chairman of the Board of Directors. Agro Business Park in Tjele, Denmark is a science park specialising in agriculture, bioenergy, environmental technologies and food processing.",2013-05,now,2015-05-28,MB_doi_003.pdf
"MOUSING, Jan",II. Member of a managing entity or equivalent structure,,European Technology Platform Food for Life,Member of the Board.,2013-06,now,2015-05-28,MB_doi_003.pdf
"MOUSING, Jan",II. Member of a managing entity or equivalent structure,,"Agro Business Innovation A/S (ABI), Agro Business Innovation A/S, Tjele, Denmark, DENMARK","Chairman - Board of Directors Agro Business Innovation A/S is an independent, venture capital company with resources for risk investments in the early stages of an agricultural or food company’s life.",2014-05,now,2015-05-28,MB_doi_003.pdf
"MOUSING, Jan",II. Member of a managing entity or equivalent structure,,"AgroTech A/S, Aarhus, DENMARK",Board Member,2015-01,now,2015-05-28,MB_doi_003.pdf
"O'ROURKE, Raymond",II. Member of a managing entity or equivalent structure,,Consumers Association Of Ireland (CAI),CAI Council Member since 2009 and appointed Chairperson of CAI in June 2013. The CAI is a BEUC affiliated Consumer NGO.,2008-02,now,2015-09-19,MB_doi_006.pdf
"O'ROURKE, Raymond",II. Member of a managing entity or equivalent structure,,"Food Safety Authority of Ireland, IRELAND, Dublin","Board Member, Chair of Audit Committee",2013-02,now,2015-09-19,MB_doi_006.pdf
"O'ROURKE, Raymond",II. Member of a managing entity or equivalent structure,,"Bord Bia, Dublin. IRELAND, IRELAND","Bord Bia is the Irish Government's trade development & promotion body for the Irish food sector. The Management Board is responsible for any assests owned by Bord Bia, the keeping of proper Accounts and the prevention & detection of fraud.",2015-06,now,2015-09-19,MB_doi_006.pdf
"PRATS MONNE, Xavier",II. Member of a managing entity or equivalent structure,,,NO INTEREST,,,2015-10-06,MB_doi_010.pdf
"ROATIS, Radu",II. Member of a managing entity or equivalent structure,,"EFSA, European Food Safety Authority, Italy, Parma",Member of EFSA's Management Board,2012-07,now,2014-11-24,MB_doi_013.pdf
"RUPRICH, Jiri",II. Member of a managing entity or equivalent structure,,EFSA,Member of the Management Board,2008-07,now,2014-10-11,MB_doi_007.pdf
"SZEKACS, Andras",II. Member of a managing entity or equivalent structure,,,NO INTEREST,,,2015-08-13,MB_doi_008.pdf
"VAN GORCOM, Robert",II. Member of a managing entity or equivalent structure,,Graduate School VLAG Wageningen & Maastricht University,School for PhD research & education,2004-10,now,2015-03-27,MB_doi_009.pdf
"VAN GORCOM, Robert",II. Member of a managing entity or equivalent structure,,"NuGO Network of Excellence (n/a), Wageningen, NETHERLANDS",EU FP6 NoE on nutrogenomics,2005-01,2009-12,2015-03-27,MB_doi_009.pdf
"VAN GORCOM, Robert",II. Member of a managing entity or equivalent structure,,"NoGU association (n/a), NoGU association, Wageningen, NETHERLANDS",Scientific association on nutrigenomics,2008-01,2010-12,2015-03-27,MB_doi_009.pdf
"VAN GORCOM, Robert",II. Member of a managing entity or equivalent structure,,"RIKILT, Institute of Food Safety, NETHERLANDS, Wageningen",General Director. Food and feed safety research institute,2010-01,now,2015-03-27,MB_doi_009.pdf
"VAN GORCOM, Robert",II. Member of a managing entity or equivalent structure,,Federation of Dutch Accredited Laboratories (FENELAB),Representation of intersts of accredited analitical and calibration laboraties,2011-06,2015-01,2015-03-27,MB_doi_009.pdf
"VAN GORCOM, Robert",II. Member of a managing entity or equivalent structure,,Wageningen UR/Chile,"Vice chair of the board of the International Center of Excellence on Food in Chile (called Wageningen UR/Chile). This initiative of the Chilean government aim to boost the innovation of the Chilean Agro and Food sector and is a collaboration of 7 Chilean universities and research institute and Wageningen UR and is managed by Wageningen UR. The center works under the supervision of Corfo (Corporación de Fomento de la Producción), part of the Chilean government.",2012-07,2015-03,2015-03-27,MB_doi_009.pdf
"VANHOORDE, Robert",II. Member of a managing entity or equivalent structure,,,NO INTEREST,,,2015-03-17,MB_doi_011.pdf
"VANTHEMSCHE, Piet",II. Member of a managing entity or equivalent structure,,King Baudouin Foundation,"Independant and pluralistic foundation that pursues ways to bring about justice, democracy and respect for diversity.",2005-12,now,2014-12-08,MB_doi_012.pdf
"VANTHEMSCHE, Piet",II. Member of a managing entity or equivalent structure,,MRBB Holding - Agri Investment Fund,"Holding Company: Acerta cvba - Holding of the Acerta Group (Social Services Group); A.I.F. cvba - Holding for investments in the agro-food sector; Aktiefinvest cvba - Real estate; Aveve nv - Supply agriculture and horticulture / commercialization of agricultural produce; SBB Bedrijfsdiensten cvba - Accountants, tax consultants, environmental advice, legal advice; KBC Groep nv - Financial group; Arda Immo nv - Real estate; Kortrijk Xpo cvba - Organization of fairs; Incofin cvso - Investment in financially sustainable microfinance institutions in developing countries; Rural Impulse Microfinance Investment Fund nv - Investment in financially sustainable microfinance institutions in developing countries; Covalis nv - Meat processing; Better3Fruit nv - Development of new fruit varieties; Gimv - Agri+ Investment Fund nv - Investment fund for innovative companies in the agrosector and related sectors in the Benelux and neighbouring countries; Iscal Sugar nv - Production of sugar out of beets; Capricorn Cleantech Fund nv - Investment fund in clean tech - GreenYard Foods: producer of frozen vegetables, convenience food and canned vegetables",2008-03,now,2014-12-08,MB_doi_012.pdf
"VANTHEMSCHE, Piet",II. Member of a managing entity or equivalent structure,,SALV - Strategische Adviesraad voor Landbouw en Visserij,Strategic Advisory Board for Agriculture and Fishery,2008-10,now,2014-12-08,MB_doi_012.pdf
"VANTHEMSCHE, Piet",II. Member of a managing entity or equivalent structure,,KBC Group,Board of Directors - Banking,2010-04,now,2014-12-08,MB_doi_012.pdf
"VANTHEMSCHE, Piet",II. Member of a managing entity or equivalent structure,,KBC Bank and Insurances Board of Directors EFSA,Member of the Management Board Chair of the Audit Committee,2010-11,now,2014-12-08,MB_doi_012.pdf
"VANTHEMSCHE, Piet",II. Member of a managing entity or equivalent structure,,Belgian Pharmacist Association,Member of the Management Board. Professional development and defense of professional interests of community pharmacists. -,2012-01,now,2014-12-08,MB_doi_012.pdf
"VANTHEMSCHE, Piet",II. Member of a managing entity or equivalent structure,,University of Leuven,Member of the Board of Trustees of the KU Leuven,2013-03,now,2014-12-08,MB_doi_012.pdf
"VANTHEMSCHE, Piet",II. Member of a managing entity or equivalent structure,,World Farmers' Organisation,European representative in the WFO Board,2013-03,2014-10,2014-12-08,MB_doi_012.pdf
"VANTHEMSCHE, Piet",II. Member of a managing entity or equivalent structure,,"World Farmers' Organisation, Organisation Mondiale de l'Agriculture, Rome, ITALY",Vice-president,2014-10,now,2014-12-08,MB_doi_012.pdf
"WIJASZKA, Tadeusz",II. Member of a managing entity or equivalent structure,,European Association of Veterinary Diagnosticians,Member of the Board,2009-08,2013-07,2015-03-06,MB_doi_014.pdf
"WIJASZKA, Tadeusz",II. Member of a managing entity or equivalent structure,,European Food Safety Authority,Member of the Management Board,2012-07,now,2015-03-06,MB_doi_014.pdf
"WINTER, Michael",II. Member of a managing entity or equivalent structure,,,NO INTEREST,,,2015-05-28,MB_doi_015.pdf
"BRESSON, Jean-Louis",II. Member of a managing entity or equivalent structure,,,NO INTEREST,,,2015-10-26,NDA_doi_000.pdf
"BURLINGAME, Barbara",II. Member of a managing entity or equivalent structure,,,NO INTEREST,,,2015-05-05,NDA_doi_001.pdf
"DEAN, Tara",II. Member of a managing entity or equivalent structure,,,NO INTEREST,,,2015-11-23,NDA_doi_002.pdf
"FAIRWEATHER-TAIT, Susan",II. Member of a managing entity or equivalent structure,,,NO INTEREST,,,2015-10-28,NDA_doi_003.pdf
"HEINONEN, Marina",II. Member of a managing entity or equivalent structure,,"University of Helsinki, Department of Food and Environmental Sciences",Vice member of the managing body of the department. Former (2011- 2013) vice director (responsible for societal interactions and impact) at the Department of Food and Environmental Sciences. Member of the Faculty Board of Faculty of Agriculture and Forestry since 2015.,2011-01,now,2015-10-05,NDA_doi_004.pdf
"HIRSCH-ERNST, Karen Ildico",II. Member of a managing entity or equivalent structure,,,NO INTEREST,,,2015-10-23,NDA_doi_005.pdf
"MANGELSDORF, Inge",II. Member of a managing entity or equivalent structure,,,NO INTEREST,,,2015-10-05,NDA_doi_006.pdf
"MCARDLE, Harry",II. Member of a managing entity or equivalent structure,,,NO INTEREST,,,2015-09-25,NDA_doi_007.pdf
"NASKA, Androniki",II. Member of a managing entity or equivalent structure,,,NO INTEREST,,,2015-07-23,NDA_doi_008.pdf
"NEUHÄUSER-BERTHOLD, Monika",II. Member of a managing entity or equivalent structure,,,NO INTEREST,,,2015-09-25,NDA_doi_009.pdf
"NOWICKA, Grazyna",II. Member of a managing entity or equivalent structure,,,NO INTEREST,,,2015-09-18,NDA_doi_010.pdf
"PENTIEVA, Kristina",II. Member of a managing entity or equivalent structure,,,NO INTEREST,,,2015-09-21,NDA_doi_011.pdf
"SANZ, Yolanda",II. Member of a managing entity or equivalent structure,,,NO INTEREST,,,2015-09-28,NDA_doi_012.pdf
"SIANI, Alfonso",II. Member of a managing entity or equivalent structure,,,NO INTEREST,,,2015-11-03,NDA_doi_013.pdf
"SJODIN, Anders Mikael",II. Member of a managing entity or equivalent structure,,,NO INTEREST,,,2015-09-24,NDA_doi_014.pdf
"STERN, Martin",II. Member of a managing entity or equivalent structure,,,NO INTEREST,,,2015-11-23,NDA_doi_015.pdf
"TOMÉ, Daniel",II. Member of a managing entity or equivalent structure,,,NO INTEREST,,,2015-09-21,NDA_doi_016.pdf
"TURCK, Dominique",II. Member of a managing entity or equivalent structure,,,NO INTEREST,,,2015-10-22,NDA_doi_017.pdf
"VAN LOVEREN, Henk",II. Member of a managing entity or equivalent structure,,,NO INTEREST,,,2015-11-23,NDA_doi_018.pdf
"VINCETI, MARCO",II. Member of a managing entity or equivalent structure,,,NO INTEREST,,,2015-09-22,NDA_doi_019.pdf
"WILLATTS, Peter",II. Member of a managing entity or equivalent structure,,,NO INTEREST,,,2015-09-21,NDA_doi_020.pdf
"BRAGARD, Claude",II. Member of a managing entity or equivalent structure,,Coordination Recherche et Développement Rural (CORDER),"President of the administration board of ""CORDER"". According to its statutes (article 3), the association ""Coordination of Research and Rural Development"" goal's is to promote activities of coordination between agricultural research and the needs of the rural development, which might be regarded as general public interest. The association ensures its action freedom as well as its autonomy with regards to any economical, commercial, political or social pressure (Statutes, art 3). The board is composed by representatives of the university of Louvain (6 professors incl. the dean of the faculty) and individual farmers (4 persons). The board report to the general assembly. It approves the annual budget and activity report of the association and deals with management of the employees. Except for the acts reserved to the general assembly, the administration board has the most extended rights for the administration and management of the association. CORDER is a Non-Profit Entity registered under Belgian law as association (Nr 18964/94) with the enterprise number (453764119) with rules published under ""Moniteur belge"" annexes, 29- 10-2004. The budget consist of public funding (more than 50%) and fees received for services. Such contributions are made to cover the costs of services without any profit. With regards to EFSA and PLH, the association is not involved in any kind of risk assessment, but it serves also as a 'plant clinic' for the Catholic University of Louvain and provides extension services to farmers, linking by this teaching and research with practice supporting scientifically based and environmentally friendly crop protection and addressing the demand for practical advices on plant pests and diseases and their control. Professors, researchers and students might be involved the plant clinic activities. The clinic provides diagnostics of common plant diseases, examinations of areas of public or recreation character affected by pests or diseases, other particular analyses (e.g. mycotoxins in cereals, potato diseases, fungicide efficacy, resistance of Septoria fungi to fungicides, decision support systems against gray mould in strawberry and lettuce, and other depending on the request).The plant clinic is involved in data collection on cereal diseases and provides advices on their epidemiological development and decision support for farmers. Except the analysis quoted, to the best of my knowledge, there is no further data collection or analysis of data connected with risk identification except disease diagnostic. There is also no food and feed safety assessment, scientific ot technical studies and/or scientific or technical assistance for risk managers. The clinic takes care of dissemination of knowledge and bibliographic studies. I receive no remuneration for this involvement.",2009-01,now,2015-10-06,PLH_doi_000.pdf
"CAFFIER, David",II. Member of a managing entity or equivalent structure,,,NO INTEREST,,,2015-10-01,PLH_doi_001.pdf
"CANDRESSE, Thierry",II. Member of a managing entity or equivalent structure,,,NO INTEREST,,,2015-07-24,PLH_doi_002.pdf
"CHATZIVASSILIOU, Elisavet",II. Member of a managing entity or equivalent structure,,,NO INTEREST,,,2015-09-15,PLH_doi_003.pdf
"DEHNEN-SCHMUTZ, Katharina",II. Member of a managing entity or equivalent structure,,,NO INTEREST,,,2015-07-17,PLH_doi_004.pdf
"GILIOLI, Gianni",II. Member of a managing entity or equivalent structure,,Center for the Analysis of Sustainable Agricultural Systems (CASAS),"Treasurer. The Treasurer is the Chief Financial Officer and shall have custody of the corporate funds, shall keep adequate and correct accounts of the corporation's properties and business transactions, shall disburse such funds of the corporation as may be ordered by the Board or the chief executive officer and the Board, shall attend regular meetings of the Board or whenever the Board may require, and shall maintain an account of all transactions and the financial condition of the corporation. In the period 08/2008-06/2012 CASAS has not received any funds from any donors. None of the officers of CASAS receives salary and the titles are symbolic and were assigned simply for the purpose of incorporation. In this period the scientific activity of CASAS has been based on the volunteer contribution of the members and is documented by unfunded investigations published in peer reviewed journals on the topics of expertise of the members. CASAS is a nonprofit public benefit corporation comprising five scientists and is not organized for the private gain of any person. It is operating under the nonprofit Public Benefit Corporation Law for charitable purposes. The primary purposes are exclusively charitable and educational within the meaning of Section 501(c)(3) of the Internal Revenue Code of 1986, as amended, (the ""Code"") and Section 23701d of the California Revenue and Taxation Code, as amended, including, without limitation to any future relevant code. The humanitarian goal of CASAS is to provide low cost analysis of complex agro-ecosystem problems in diverse cropping/medical/veterinary/pastoral systems in Agrica for the benefit of local communities. A second major focus is to provide donor governments and international agencies with comprehensive ecosystem level analyses so that they can better target meager resources to the solution of critical food production and environmental, human and veterinary health problems. This has become especially critical in the face of climate change. CASAS is not involved in decision making and implementation of management schemes that are completely entrusted to the stakeholders. CASAS does not receive any funds from industries and agencies related to plant pests, thier control or pest risk analysis related questions. Furthermore, risk analysis is not in the remit of CASAS. As member of CASAS I am involved without any remuneration in the development of analysis and modelling of eco-epidemiological systems for the prevention and control of arthropod-transmitted diseases in livestock (tick-borne diseases, tsetse-trypanosomiasis) and humans (malaria, sleeping sickness).",2008-08,2012-06,2015-11-10,PLH_doi_005.pdf
"GREGOIRE, Jean Claude",II. Member of a managing entity or equivalent structure,,International Union of Forest Research Organizations (IUFRO),"IUFRO is a non-profit, non-governmental international network of forest scientists, which promotes global cooperation in forest-related research and enhances the understanding of the ecological, economic and social aspects of forests and trees. IUFRO is ""the"" global network for forest science cooperation. It unites more than 15,000 scientists in almost 700 Member Organizations in over 110 countries, and is a member of the International Council for Science (ICSU). IUFRO is sponsored by public national and international organizations. I was deputy coordinator of Division 7, ""Forest health"" and member of IUFRO's enlarged board.",2000-09,2010-09,2015-07-09,PLH_doi_006.pdf
"JAQUES MIRET, Josep Anton",II. Member of a managing entity or equivalent structure,,"International Organization for Biological and Integrated Control (IOBC-global), Zurich, Switzerland",I was elected in 2012 for a 4-year term as treasurer of IOBC-global. This is a non-profit organization that promotes environmentally safe methods of pest and disease control. It is a scientific organization of people working on different aspects of biological and integrated pest control.,2012-08,now,2015-11-22,PLH_doi_007.pdf
"JEGER, Michael John",II. Member of a managing entity or equivalent structure,,,NO INTEREST,,,2015-11-04,PLH_doi_008.pdf
"MACLEOD, Alan",II. Member of a managing entity or equivalent structure,,,NO INTEREST,,,2015-08-18,PLH_doi_009.pdf
"NAVAJAS, Maria",II. Member of a managing entity or equivalent structure,,,NO INTEREST,,,2015-11-20,PLH_doi_010.pdf
"NIERE, Bjoern",II. Member of a managing entity or equivalent structure,,,NO INTEREST,,,2015-08-17,PLH_doi_011.pdf
"PARNELL, Stephen",II. Member of a managing entity or equivalent structure,,,NO INTEREST,,,2015-11-16,PLH_doi_012.pdf
"POTTING, Roel",II. Member of a managing entity or equivalent structure,,,NO INTEREST,,,2015-07-15,PLH_doi_013.pdf
"RAFOSS, Trond",II. Member of a managing entity or equivalent structure,,"Kvåsfossen Eiendom AS (Kvåsfossen Eiendom AS), Kvåsfossen Properties AS, Lyngdal, NORWAY",Board member of a property business,2015-01,now,2015-11-04,PLH_doi_014.pdf
"ROSSI, Vittorio",II. Member of a managing entity or equivalent structure,,,NO INTEREST,,,2015-11-11,PLH_doi_015.pdf
"UREK, Gregor",II. Member of a managing entity or equivalent structure,,,NO INTEREST,,,2015-07-10,PLH_doi_016.pdf
"VAN BRUGGEN, Ariena",II. Member of a managing entity or equivalent structure,,,NO INTEREST,,,2015-11-16,PLH_doi_017.pdf
"VAN DER WERF, Wopke",II. Member of a managing entity or equivalent structure,,,NO INTEREST,,,2015-11-23,PLH_doi_018.pdf
"WEST, Jon",II. Member of a managing entity or equivalent structure,,,NO INTEREST,,,2015-11-16,PLH_doi_019.pdf
"WINTER, Stephan",II. Member of a managing entity or equivalent structure,,,NO INTEREST,,,2015-09-30,PLH_doi_020.pdf
"ADRIAANSE, Paulien",II. Member of a managing entity or equivalent structure,,,NO INTEREST,,,2015-04-28,PPR_doi_000.pdf
"BERNY, Philippe",II. Member of a managing entity or equivalent structure,,,NO INTEREST,,,2015-09-21,PPR_doi_001.pdf
"BROCK, Theodorus",II. Member of a managing entity or equivalent structure,,,NO INTEREST,,,2015-10-23,PPR_doi_002.pdf
"DUQUESNE, Sabine",II. Member of a managing entity or equivalent structure,,,NO INTEREST,,,2015-04-18,PPR_doi_003.pdf
"GRILLI, Sandro",II. Member of a managing entity or equivalent structure,,,NO INTEREST,,,2015-10-21,PPR_doi_004.pdf
"HERNANDEZ-JEREZ, Antonio F.",II. Member of a managing entity or equivalent structure,,Spanish Association of Toxicology (AETOX),"Member of the Executive Committee. This is the steering Committee of the National Association of Toxicology (AETOX), a non-profit association involved in the promotion of Toxicology in Spain. It is also a member of the European Federation of Societies of Toxicology. The association is not involved in activities regarding pesticide (or other chemicals) regulation or regulatory assessment and has no relationships with private companies. The statutes of AETOX state that this association is aimed 'to foster the relationship and cooperation between its members and with other national and international associations and coordinate their efforts to contribute to the development and dissemination of scientific knowledge in different areas of the Toxicology'. Total time: 3-4 meetings per year (1 day meeting). No compensation received.",2005-09,2011-07,2015-04-21,PPR_doi_005.pdf
"HOUGAARD, Susanne",II. Member of a managing entity or equivalent structure,,,NO INTEREST,,,2015-04-21,PPR_doi_006.pdf
"KLEIN, Michael",II. Member of a managing entity or equivalent structure,,,NO INTEREST,,,2015-04-17,PPR_doi_007.pdf
"KUHL, Thomas",II. Member of a managing entity or equivalent structure,,,NO INTEREST,,,2015-05-06,PPR_doi_008.pdf
"LASKOWSKI, Ryszard",II. Member of a managing entity or equivalent structure,,,NO INTEREST,,,2015-04-20,PPR_doi_009.pdf
"MACHERA, Kyriaki",II. Member of a managing entity or equivalent structure,,", - Benaki Phytopathological Institute, BPI, Kifissia Athnes Greece","Director of BPI, nominated by the Administrative Committee of the Institute and approved by the Council of Ministers with the respective Ministerial Decree (Gazette76/ 26-3-2011/Act 5 9.3.2011). The BPI Director is one of the five members of the Administrative Committee. The remit of the Administrative Committee is to take all the decisions according to the Funding Low of the Institute (4160/1929 ( 198/12.6.1929) and the National Low necessary for the operation of the Institute. The frequency of the Administrative Committee meetings is once a month and the duration of the meetings is approximately 4-6 hours. I get financial compensation for the position of the Director in compliance with the Greek law for the specific position of public bodies, and it is approximately 18% of my annual salary.",2011-03,now,2015-09-29,PPR_doi_010.pdf
"OCKLEFORD, Colin",II. Member of a managing entity or equivalent structure,,Anatomical Society http://www.anatsoc.org.uk/,"Learned society. Reelected to the Council as from December 2012. Honorary secretary since December 2013, Chair of the Prizes and Awards Committee and a committee and a member of the investment committee, research committee, meetings committee and constitution committee. In 2014 I was elected to Fellowship of the Anatomical Society. This organisation is managed and complies fully with UK Charities law and promotes the intrests of scientific publication and professional development in anatomy under an elected council. Tasks are delegated to sub-committees of ordinary members appointed by Council. These advise on investment strategy, publish two Journals (Journal of Anatomy and The Ageing Cell), make grants to support research, organize scientific meetings and ensure compliance with the law and the aims of the society respectively. The Anatomical Society may choose to publish research or to promote information of interest to its members through meetings newsletters etc. Areas of interest are unlikely to overlap with EFSA's. Time estimate 6 one day Council meetings /year, 2 four day scientific meetings/year, mentoring 2 days/year/ office work 2hr/day (est 60-70 days per annum). Unremunerated (£0) expenses reimbursed.",1980-01,now,2015-10-15,PPR_doi_011.pdf
"PELKONEN, Olavi",II. Member of a managing entity or equivalent structure,,,NO INTEREST,,,2015-10-20,PPR_doi_012.pdf
"PIEPER, Silvia",II. Member of a managing entity or equivalent structure,,,NO INTEREST,,,2015-10-21,PPR_doi_013.pdf
"SMITH, Rob",II. Member of a managing entity or equivalent structure,,,NO INTEREST,,,2015-10-09,PPR_doi_014.pdf
"STEMMER, Michael",II. Member of a managing entity or equivalent structure,,,NO INTEREST,,,2015-04-17,PPR_doi_015.pdf
"SUNDH, Ingvar",II. Member of a managing entity or equivalent structure,,,NO INTEREST,,,2015-05-07,PPR_doi_016.pdf
"TEODOROVIC, Ivana",II. Member of a managing entity or equivalent structure,,,NO INTEREST,,,2015-04-21,PPR_doi_017.pdf
"TIKTAK, Aaldrik",II. Member of a managing entity or equivalent structure,,,NO INTEREST,,,2015-04-17,PPR_doi_018.pdf
"TOPPING, Chris J.",II. Member of a managing entity or equivalent structure,,,NO INTEREST,,,2015-09-17,PPR_doi_019.pdf
"WOLTERINK, Gerrit",II. Member of a managing entity or equivalent structure,,,NO INTEREST,,,2015-07-23,PPR_doi_020.pdf
"BENFORD, Diane",II. Member of a managing entity or equivalent structure,,,NO INTEREST,,,2015-10-08,SCOM_doi_000.pdf
"BROCK, Theodorus",II. Member of a managing entity or equivalent structure,,,NO INTEREST,,,2015-10-23,SCOM_doi_001.pdf
"CASACUBERTA, Josep",II. Member of a managing entity or equivalent structure,,"Center for Research in Agricultural Genomics, CRAG (CSIC-IRTA-UAB-UB) (CRAG), Barcelona, SPAIN","Corrdinator of the Plant and Animal Genomics Program of CRAG. CRAG is a public research institution, created as a consortium between CSIC (the biggest public research institution of Spain), IRTA (a research institute owned by the Government of Catalonia), and the two public Universities UB (University of Barcelona) and UAB (autonomous University of Barcelona). The role as Coordinator of the Program consist on animate and coordinate the resarch of some 20 scientist staff and 60 scuientist in total working on plant and animal genomics; participate to the design of the scientific strategy of CRAG as part of the scientific committee. This work includes regular meetings with the members of the Program (at least one per month), and attending the Scientific Committee meetings (at least one per month). Report to the director of CRAG and to the external scientific advisory board (one formal meeting per year).",2013-06,now,2015-09-29,SCOM_doi_002.pdf
"EDLER, Lutz",II. Member of a managing entity or equivalent structure,,Central European Society for Anticancer Drug Research (CESAR)-EWIV,"Board Member of CESAR-EWIV, CESAR = Central European Society for Anticancer Drug Rsearch SUBJECT: Pharmaceutical drug development through clinical trials in cooperation with pharmaceutical industry. FUNCTION: Responsible Statistician of the Section for Biometry of CESAR-EWIV",2002-01,2011-07,2015-07-04,SCOM_doi_003.pdf
"HALLDORSSON, Thorhallur Ingi",II. Member of a managing entity or equivalent structure,,,NO INTEREST,,,2015-04-16,SCOM_doi_004.pdf
"HARDY, Tony",II. Member of a managing entity or equivalent structure,,,NO INTEREST,,,2015-05-20,SCOM_doi_005.pdf
"JEGER, Michael John",II. Member of a managing entity or equivalent structure,,,NO INTEREST,,,2015-11-04,SCOM_doi_006.pdf
"KNUTSEN, Helle Katrine",II. Member of a managing entity or equivalent structure,,,NO INTEREST,,,2015-07-09,SCOM_doi_007.pdf
"KOUTSOUMANIS, Kostas",II. Member of a managing entity or equivalent structure,,,NO INTEREST,,,2015-11-30,SCOM_doi_008.pdf
"LOPEZ PUENTE, Secundino",II. Member of a managing entity or equivalent structure,,,NO INTEREST,,,2015-09-11,SCOM_doi_009.pdf
"MORE, Simon",II. Member of a managing entity or equivalent structure,,,NO INTEREST,,,2015-07-03,SCOM_doi_010.pdf
"MORTENSEN, Alicja",II. Member of a managing entity or equivalent structure,,,NO INTEREST,,,2015-10-09,SCOM_doi_011.pdf
"NAEGELI, Hanspeter",II. Member of a managing entity or equivalent structure,,,NO INTEREST,,,2015-07-28,SCOM_doi_012.pdf
"NOERRUNG, Birgit",II. Member of a managing entity or equivalent structure,,"Danish Dairy Research Foundation, DENMARK","Board member the Danish Dairy research foundation. The Danish research foundation coordinates and initiates research activities in collaborations between universities and the dairy industry. The aim of the foundation is to support Dairy research and educational activities, including Dairy ingeneering, at master and PhD level within Dairy related areas. As a board member I participate in two meetings a year and at one of the meetings the primary goal is to give advise on the allocation of funding for new research projects.",2010-01,now,2015-10-21,SCOM_doi_013.pdf
"NOTEBORN, Hubert",II. Member of a managing entity or equivalent structure,,Netherlands Society of Toxicology (NVT),"Membership of the managing board of the section Toxicology and Risk Assessment of the Netherland Society of Toxicology (NVT); the remit of the managing board of section Toxicology and Risk Assessment aims to promote the scientific interests of the discipline of risk assessment in the broadest sense including the organisation of meetings/workshops with invited speakers, selection of thematic issues (risk assessment/toxicology). The Netherlands Society of Toxicology doesnot expressly intend to represent the legal interests of individual risk assessors (or toxicologists in general), unless these interests are directly related to the overall practice of the discipline of toxicology as stipulated in Article 3 of the Statute (NVT). My actual contribution included: 1) being the representative of the Dutch governemental risk assessors (i.e. toxicologists); 2) charge to bring in scientific topics/issues/agenda of a Food authority and 3) co-organiser and host of the section meetings. The frequency of the meetings attended was about 6 times/year with an average time of 4 hours per meeting. In addition, annually two section meetings (workshops) have been organised taken an average time of about 4 days/workshop.",2008-01,2014-01,2015-10-09,SCOM_doi_014.pdf
"OCKLEFORD, Colin",II. Member of a managing entity or equivalent structure,,Anatomical Society http://www.anatsoc.org.uk/,"Learned society. Reelected to the Council as from December 2012. Honorary secretary since December 2013, Chair of the Prizes and Awards Committee and a committee and a member of the investment committee, research committee, meetings committee and constitution committee. In 2014 I was elected to Fellowship of the Anatomical Society. This organisation is managed and complies fully with UK Charities law and promotes the intrests of scientific publication and professional development in anatomy under an elected council. Tasks are delegated to sub-committees of ordinary members appointed by Council. These advise on investment strategy, publish two Journals (Journal of Anatomy and The Ageing Cell), make grants to support research, organize scientific meetings and ensure compliance with the law and the aims of the society respectively. The Anatomical Society may choose to publish research or to promote information of interest to its members through meetings newsletters etc. Areas of interest are unlikely to overlap with EFSA's. Time estimate 6 one day Council meetings /year, 2 four day scientific meetings/year, mentoring 2 days/year/ office work 2hr/day (est 60-70 days per annum). Unremunerated (£0) expenses reimbursed.",1980-01,now,2015-10-15,SCOM_doi_015.pdf
"RICCI, Antonia",II. Member of a managing entity or equivalent structure,,,NO INTEREST,,,2015-07-10,SCOM_doi_016.pdf
"RYCHEN, Guido",II. Member of a managing entity or equivalent structure,,,NO INTEREST,,,2015-09-10,SCOM_doi_017.pdf
"SCHLATTER, Josef Rudolf",II. Member of a managing entity or equivalent structure,,"Federal Office of Public Health, Switzerland","Public health, food safety. Food Legislation (is the responsibility of a different Unit, not in the Nutritional and Toxicological Risks Section).",1984-08,2012-09,2015-10-08,SCOM_doi_018.pdf
"SCHLATTER, Josef Rudolf",II. Member of a managing entity or equivalent structure,,ILSI Health and Environmental Science Institute HESI (non-profit),"Member of Board of Trustees. Member of the program strategy and stewardship committee. Scientific research on a range of public health and environmental issues, for the most part on generic issues. 2 meetings per year, non-remunerated.",2008-01,2012-04,2015-10-08,SCOM_doi_018.pdf
"SILANO, Vittorio",II. Member of a managing entity or equivalent structure,,,NO INTEREST,,,2015-09-30,SCOM_doi_019.pdf
