Subject group,Full name,Activity of a close family member,Organisation,Subject matter,Start date,End date,DOI date,PDF
CONTAM,"ROSE, Martin",,Royal Society of Chemistry,"Professional society for Chemists I am Fellow of the RSC (FRSC), Chartered Chemist (CChem), European Chemist (EurChem) and Chartered Scientist (CSci) as a result of this membership. I am a committee member of the Toxicology Group.",1990-01,now,2015-05-01,CONTAM_doi_015.pdf
CONTAM,"ROSE, Martin",,The British Toxicological Society,Professional society for toxicologists,2006-09,now,2015-05-01,CONTAM_doi_015.pdf
CONTAM,"ROSE, Martin",,International Association of Environmental Analytical Chemistry,Society for those with an interest in environmental analytical chemistry.,2009-09,2013-01,2015-05-01,CONTAM_doi_015.pdf
CONTAM,"ROUDOT, Alain-Claude",,,NO INTEREST,,,2015-04-16,CONTAM_doi_016.pdf
CONTAM,"SCHWERDTLE, Tanja",,GUM Gesellschaft für Umwelt-Mutationsforschung,"DNA-repair, genotoxicity, mutagenicity, carcinogenicity, Food Chemistry and Food Toxicology",2000-03,now,2015-07-09,CONTAM_doi_017.pdf
CONTAM,"SCHWERDTLE, Tanja",,DGDR Deutsche Gesellschaft für DNA- Reparaturforschung (German DNA repair network),experts role: Vice president since September 2014 The members of the advisory board scientifically organise the biaannual meetings and select of posterawards and scientific awards; the advisory board does not deliver any advices expert is not participating (or has participated) to the preparation of outputs adressing the same issues as the mandate of the concerned working group subjects: DNA repair - DNA damage response - genomic instability -,2000-09,now,2015-07-09,CONTAM_doi_017.pdf
CONTAM,"SCHWERDTLE, Tanja",,DGDR Deutsche Gesellschaft für DNA- Reparaturforschung,"DNA-repair, genotoxicity, mutagenicity, carcinogenicity, Food Chemistry and Food Toxicology",2000-09,now,2015-07-09,CONTAM_doi_017.pdf
CONTAM,"SCHWERDTLE, Tanja",,EEMS European Environmental Mutagen Societiy,"DNA-repair, genotoxicity, mutagenicity, carcinogenicity, Food Chemistry and Food Toxicology",2000-09,now,2015-07-09,CONTAM_doi_017.pdf
CONTAM,"SCHWERDTLE, Tanja",,GBM Gesellschaft für Biochemie and Molekularbiology (The (German) Society for Biochemistry and Molecular Biology),"DNA-repair, genotoxicity, mutagenicity, carcinogenicity, Chemistry and Food Toxicology",2000-09,now,2015-07-09,CONTAM_doi_017.pdf
CONTAM,"SCHWERDTLE, Tanja",,GDCh-LChG Gesellschaft für deutsche Chemiker - Lebensmittelchemische Gesellschaft (the German Chemical Society - Society of Food Chemistry),"DNA-repair, genotoxicity, mutagenicity, carcinogenicity, Food Chemistry and Food Toxicology",2004-09,now,2015-07-09,CONTAM_doi_017.pdf
CONTAM,"SCHWERDTLE, Tanja",,GMS Gesellschaft für Mineralstoffe und Spurenelemente (Society for Minerals and Trace Elements),"experts role: member of advisory board The members of the advisory board scientifically organise the GMS annual meeting and selects of posterawards; the advisory board does not deliver any advices subjects: minerals, trace elements, interaction between micronutrients, analysis of micronutrients expert is not participating (or has participated) to the preparation of outputs adressing the same issues as the mandate of the concerned working group",2006-09,now,2015-07-09,CONTAM_doi_017.pdf
CONTAM,"SCHWERDTLE, Tanja",,GUM Gesellschaft für Umwelt-Mutationsforschung,experts role: vice chair The members of the advisory board scientifically organise the biannual GUM meeting and select posterawards; the advisory board does not deliver any advices subjects:genotoxicity and mutagenicity testing expert is not participating (or has participated) to the preparation of outputs adressing the same issues as the mandate of the concerned working group,2011-02,now,2015-07-09,CONTAM_doi_017.pdf
CONTAM,"VLEMINCKX, Christiane",,,NO INTEREST,,,2015-10-19,CONTAM_doi_018.pdf
CONTAM,"VOLLMER, Guenter",,German Endocrine Society,Member,1990-03,now,2015-04-17,CONTAM_doi_019.pdf
CONTAM,"VOLLMER, Guenter",,German Cancer Society,Member,1993-01,now,2015-04-17,CONTAM_doi_019.pdf
CONTAM,"VOLLMER, Guenter",,Society for Medicinal Plants (GA),Member,2003-09,now,2015-04-17,CONTAM_doi_019.pdf
CONTAM,"VOLLMER, Guenter",,European Endocrine Society,Member,2006-01,now,2015-04-17,CONTAM_doi_019.pdf
CONTAM,"WALLACE, Heather",,British Toxicology Society Learned Society I am President,"Society aims to promote the education, research and advancement of toxicology",1990-01,now,2015-07-15,CONTAM_doi_020.pdf
FEEDAP,"AQUILINA, Gabriele",,,NO INTEREST,,,2015-10-21,FEEDAP_doi_000.pdf
FEEDAP,"BAMPIDIS, Vasileios",,Various scientific associations,Member of professional bodies: 1. Geotechnical Chamber of Greece (1994–current) 2. Hellenic Veterinary Medical Society (1996–current) 3. Hellenic Veterinary Association (1998–current) 4. Hellenic Society of Animal Production (2001–current) 5. Greek Society of Small Ruminant Veterinarians (2007–current) 6. European Federation of Animal Science – EAAP (2011–current),1994-11,now,2015-09-12,FEEDAP_doi_001.pdf
FEEDAP,"BASTOS, Maria de Lourdes",,,NO INTEREST,,,2015-10-07,FEEDAP_doi_002.pdf
FEEDAP,"BORIES, Georges",,,NO INTEREST,,,2015-09-15,FEEDAP_doi_003.pdf
FEEDAP,"CHESSON, Andrew",,Royal Society for Chemistry (learned society),Professional organization/learned society.,2002-12,now,2015-09-12,FEEDAP_doi_004.pdf
FEEDAP,"CHESSON, Andrew",,"School of Biological Sciences, University of Aberdeen",Honorary professorship No research funding/activity of any kind in the last five years. Title retained,2003-01,2014-12,2015-09-12,FEEDAP_doi_004.pdf
FEEDAP,"COCCONCELLI, Pier Sandro",,"S.I.M.G.B.M., Società Italiana di Microbiologia Generale e Biotecnologie Microbiche",Scientific society,1985-01,now,2015-09-28,FEEDAP_doi_005.pdf
FEEDAP,"COCCONCELLI, Pier Sandro",,Società Italiana di Microbiologia Agro-Alimentare e Ambientale,Scientific society,1994-01,now,2015-09-28,FEEDAP_doi_005.pdf
FEEDAP,"COCCONCELLI, Pier Sandro",,ASM: American Society,Scientific society,1996-01,now,2015-09-28,FEEDAP_doi_005.pdf
FEEDAP,"DOS RAMOS, Fernando Jorge",,,NO INTEREST,,,2015-09-22,FEEDAP_doi_006.pdf
FEEDAP,"FLACHOWSKY, Gerhard",,National and International memberships,"Member of the Slovakian Academy of Science, Member of the British Society of Animal Science Member of the German Society of Nutritional Physiolgy Member of the Chinese Academy of Agricultural Science",2009-02,now,2015-09-13,FEEDAP_doi_007.pdf
FEEDAP,"GROPP, Jürgen",,,NO INTEREST,,,2015-09-16,FEEDAP_doi_008.pdf
FEEDAP,"KOLAR, Boris",,,NO INTEREST,,,2015-09-10,FEEDAP_doi_009.pdf
FEEDAP,"KOUBA, Maryline",,,NO INTEREST,,,2015-09-10,FEEDAP_doi_010.pdf
FEEDAP,"LOPEZ ALONSO, Marta",,,NO INTEREST,,,2015-09-11,FEEDAP_doi_011.pdf
FEEDAP,"LOPEZ PUENTE, Secundino",,AIDA – Spanish Asociación Interprofesional para el Desarrollo Agrario,Member of the scientific non-profit society AIDA – Spanish Asociación Interprofesional para el Desarrollo Agrario,2000-01,now,2015-09-11,FEEDAP_doi_012.pdf
FEEDAP,"LOPEZ PUENTE, Secundino",,SEEP – Spanish Sociedad Española para el Estudio de los Pastos,Member of scientific non-profit society SEEP – Spanish Sociedad Española para el Estudio de los Pastos,2000-01,now,2015-09-11,FEEDAP_doi_012.pdf
FEEDAP,"LOPEZ PUENTE, Secundino",,ADSA - American Dairy Science Association,Member of scientific non-profit society ADSA - American Dairy Science Association,2010-01,2013-12,2015-09-11,FEEDAP_doi_012.pdf
FEEDAP,"LOPEZ PUENTE, Secundino",,"The Journal of Agricultural Science, UK, Cambridge",Member off the Editorial Board - Activity strictly not related to the remit of the scientific panel (FEEDAP) and working groups The Journal of Agricultural Science - scientific journal that publishes papers concerned with the advance of agriculture and the use of land resources throughout the world.,2013-01,now,2015-09-11,FEEDAP_doi_012.pdf
FEEDAP,"MANTOVANI, Alberto",,European Teratology Society,"Member, European Teratology Society, scientific society devoted to the study of reproductive toxicants.",1996-09,now,2015-10-12,FEEDAP_doi_013.pdf
FEEDAP,"MANTOVANI, Alberto",,Italian Society for Reproductive Toxicology,reproductive and developemental toxicology,2004-01,2010-06,2015-10-12,FEEDAP_doi_013.pdf
FEEDAP,"MANTOVANI, Alberto",,Italian Society Environment and Health - ISEH,Interdisciplinary scientific society on the links Food/Environment/health. National character,2009-02,2012-01,2015-10-12,FEEDAP_doi_013.pdf
FEEDAP,"MAYO, Baltasar",,Spanish Society for Microbiology,Member of a scientific society,1985-09,now,2015-09-17,FEEDAP_doi_014.pdf
FEEDAP,"MAYO, Baltasar",,American Society for Microbiology,Member of a scientific society,2011-08,now,2015-09-17,FEEDAP_doi_014.pdf
FEEDAP,"RYCHEN, Guido",,,NO INTEREST,,,2015-09-10,FEEDAP_doi_015.pdf
FEEDAP,"SAARELA, Maria",,European Technology Platform,"member of European Technology Platform on “Food for Life”, working group “Food Quality and manufacturing”",2005-01,2010-12,2015-09-10,FEEDAP_doi_016.pdf
FEEDAP,"VILLA, Roberto",,EAVPT (European Association for Veterinary Pharmacology and Toxicxology),EAVPT promotes the scientific development of veterinary pharmacological and toxicological disciplines,1990-01,now,2015-09-12,FEEDAP_doi_017.pdf
FEEDAP,"VILLA, Roberto",,Veterinaria - Rivista ufficiale SCIVAC,Member of the Scientific Committee,2003-03,now,2015-09-12,FEEDAP_doi_017.pdf
FEEDAP,"VILLA, Roberto",,"Journal of Dairy, Veterinary and Animal Research",Member of the Editorial Board,2014-11,now,2015-09-12,FEEDAP_doi_017.pdf
FEEDAP,"WALLACE, Robert John",,,NO INTEREST,,,2015-10-01,FEEDAP_doi_018.pdf
FEEDAP,"WESTER, Pieter",,,NO INTEREST,,,2015-09-10,FEEDAP_doi_019.pdf
GMO,"BIRCH, Andrew Nicholas",,"Royal Entomological Society, Linnean Society",Research Fellow (Honorary),1998-02,now,2015-07-28,GMO_doi_000.pdf
GMO,"BIRCH, Andrew Nicholas",,University of Idaho,"Ecology and entomology. Visiting Professorship (honorary), giving lectures and supervising research project students. This represents 1-2 weeks at a time, once every 2-3 years, on average.",2010-07,now,2015-07-28,GMO_doi_000.pdf
GMO,"CASACUBERTA, Josep",,,NO INTEREST,,,2015-09-29,GMO_doi_001.pdf
GMO,"DE SCHRIJVER, Adinda",,International Society for Biosafety Research,Member of ISBR,2015-07,now,2015-09-29,GMO_doi_002.pdf
GMO,"GATHMANN, Achim",,Deutsch Gesellschaft für Allgemeine und Angewandte Entomologie (DGAAE),"The DGaaE (""German Society for General and Applied Entomology"") unites entomologists who are engaged in this research field by profession or privately. It is the purpose of the society to support entomological research and to gather and communicate the existing knowledge in entomology. In favour of these tasks the DGaaE promotes personal contact, exchange of information, and the national and international cooperation of professional and amateur entomologists. I'm member of the DGaaE.",1995-01,now,2015-09-29,GMO_doi_003.pdf
GMO,"GATHMANN, Achim",,Ecological Society of Germany (GfÖ),"The The GfÖ is an independent, nonprofit scientific organisation founded in 1970. We aim to promote basic and applied ecological science, encourage collaborative work of all ecological disciplines, improve communication among ecologists in German speaking countries and beyond, facilitate education in ecology at universities and institutes of higher education, foster application and implementation of ecological knowledge and methods in practice and represent ecological interests in public. I#m member of the GfÖ.",1997-01,now,2015-09-29,GMO_doi_003.pdf
GMO,"GATHMANN, Achim",,International Organisation for Biological and Integrated Control of Noxious Animals and Plants (IOBC)/ West Palearctic Regional Section.,"The International Organisation for Biological and Integrated Control of Noxious Animals and Plants (IOBC) fosters research and practical application, organises meetings, symposia, offers training and information, especially of biological methods of control, but also of all methods, including chemicals, within an integrated pest management context. Major activities include development and standardisation of testing methods for effects of pesticides on beneficial species, pest and disease damage assessment, modelling in relation to pest and disease management, and the practical implementation of biological and integrated controls for pests and diseases of particular crops. I'm member of the organisation.",1998-01,now,2015-09-29,GMO_doi_003.pdf
GMO,"GATHMANN, Achim",,Julius Kühn Institute,"Working Group Monitoring of GMO. The Julius Kühn INstitute ( JKI) is a Federal Research Institute of the Ministry of Food and Agriculture. The working group is an information platform, and discussion forum for monitoring of GMO. Participants of this working group are scientists, regulators and representatives of companies.",2002-01,now,2015-09-29,GMO_doi_003.pdf
GMO,"GATHMANN, Achim",,Eidgenössische Forschungsanstalt für Agrarökologie und Landbau (FAL) Reckenholz,"Expert Group ""Valuating environmental impacts of GM crops - ecological and ethical criteria for regulatory decision making (VERDI)"". The goal of VERDI was to develop ecological and ethical criteria for regulatory decision-making in the area of GMO. The FAL Reckenholz is an scientific organization of the Swiss Ministry of Agriculture. The Expert group is part of a research project financed by th Swiss National Research Fond. I was member of the expert group supporting the VERDI research team. The project was completed in 2010.",2007-07,2010-04,2015-09-29,GMO_doi_003.pdf
GMO,"GATHMANN, Achim",,Federal Office of Nature Conservation,"Working Group ""Indikatoren für die nationale Strategie zur biologischen Vielfalt"" developed indicator for the national biodoversity strategy. I was memeber of this working group.",2008-03,2010-04,2015-09-29,GMO_doi_003.pdf
GMO,"GRALAK, Mikolaj Antoni",,,NO INTEREST,,,2015-09-29,GMO_doi_004.pdf
GMO,"GUERCHE, Philippe",,,NO INTEREST,,,2015-08-03,GMO_doi_005.pdf
GMO,"JONES, Huw",,Institute of Biology,"Institute of Biology Chartered Member. I was elected a Fellow of the IoB in March 2002. I sat on the editorial board of the Institute journal 'The Biologist' 2002 - 2004, and I was a member of the Institute 'Agricultural Sciences Committee' 2001/2 – 2003/4. The mission of the Institute of Biology is to promote the biological sciences, to foster the public understanding of the life sciences generally, to serve the needs of our members, to enhance the status of the biology profession, and to represent our members and the biology profession as a whole to government and other bodies in the UK and abroad.",1990-02,now,2015-07-28,GMO_doi_006.pdf
GMO,"JONES, Huw",,Association of Applied Biologists,"I am a member of the Association of Applied Biologists which is a registered charity (No. 275655), was founded in 1904 and has as its objectives ""To promote the study and advancement of all branches of Biology and in particular (but without prejudice to the generality of the foregoing), to foster the practice, growth and development of applied biology, including the application of biological sciences for the production and preservation of food, fibre and other materials and for the maintenance and improvement of earth's physical environment"". We have approximately 900 members across the world and many libraries subscribe to our publications. Membership is open to all interested in applied biology. I also sit on the Plant physiology and Crop Improvement Group 2007- to date.",2008-03,2013-03,2015-07-28,GMO_doi_006.pdf
GMO,"JONES, Huw",,Nottingham University,Visiting Lecturer. Upgraded to Special Professor 1st August 2009. Re designated as 'Honorary Professor' from 1st August 2011.,2008-09,now,2015-07-28,GMO_doi_006.pdf
GMO,"MANACHINI, Barbara",,,NO INTEREST,,,2015-09-20,GMO_doi_007.pdf
GMO,"MESSEAN, Antoine",,,NO INTEREST,,,2015-11-10,GMO_doi_008.pdf
GMO,"NAEGELI, Hanspeter",,Swiss Society of Toxicology,Toxicology,1995-01,now,2015-07-28,GMO_doi_009.pdf
GMO,"NAEGELI, Hanspeter",,Swiss Society of Pharmacology and Toxicology,Pharmacology and Toxicology,1995-01,now,2015-07-28,GMO_doi_009.pdf
GMO,"NIELSEN, Elsa Ebbesen",,"Danish Society for Pharmacology, Toxicology and Medicinal Chemistry",Member,1993-03,now,2015-11-03,GMO_doi_010.pdf
GMO,"NOGUE, Fabien",,,NO INTEREST,,,2015-09-29,GMO_doi_011.pdf
GMO,"ROBAGLIA, Christophe",,,NO INTEREST,,,2015-07-31,GMO_doi_012.pdf
GMO,"ROSTOKS, Nils",,Latvian Society for Microbiology,I am an individual member of the Latvian Society of Microbiology. My activities in the Society include attending an annual meeting.,1998-01,now,2015-07-29,GMO_doi_013.pdf
GMO,"ROSTOKS, Nils",,Latvian Society of Geneticists and Breeders,I am an individual member of the Latvian Society of Geneticists and Breeders. My activities in the Society include attending the scientific meetings organized by the Society.,2006-06,now,2015-07-29,GMO_doi_013.pdf
GMO,"ROSTOKS, Nils",,EUCARPIA - European Association for Research on Plant Breeding,"I am an individual member of the EUCARPIA, which enabled me to participate in EUCARPIA general congress in 2008 and EUCARPIA cereals section meeting in 2010. Membership provides me with the access to the latest information on trends and technologies in plant breeding.",2008-01,now,2015-07-29,GMO_doi_013.pdf
GMO,"ROSTOKS, Nils",,International Society for Biosafety Research,"I was a member of ISBR during 2010-2011. ISBR is a non-profit corporation. ISBR aims to promote scientifically sound biosafety research. The society focuses on the scientific aspects of environmental biosafety research, in particularly, focusing on GMO biosafety, and provides a fair exchange platform for scientists, regulators and developers. Membership in the ISBR allowed me to participate in the International Symposium on GMO biosafety and gave access to the journal ""Environmental Biosafety Research"".",2010-06,2011-06,2015-07-29,GMO_doi_013.pdf
GMO,"ROSTOKS, Nils",,European Biosafety Association,"I was an individual member (2011-2012) of EBSA, which is a not for profit organisation aiming to provide a forum for its members to discuss and debate issues of concern and to represent those working in the field of biosafety and associated activities. Participation in the EBSA allowed me to participate in the annual EBSA meeting in 2011, and provided me with members-only access to relevant information on GMO biosafety.",2011-03,2012-02,2015-07-29,GMO_doi_013.pdf
GMO,"SWEET, Jeremy",,Royal Society for the Protection of Birds. Public charitable trust,Member.,1967-01,now,2015-08-13,GMO_doi_014.pdf
GMO,"SWEET, Jeremy",,Association of Applied Biologists (Public charitable trust),Member.,1987-07,now,2015-08-13,GMO_doi_014.pdf
GMO,"SWEET, Jeremy",,British Crop Production Council (Public charitable trust),Member.,1995-02,now,2015-08-13,GMO_doi_014.pdf
GMO,"SWEET, Jeremy",,International Society for Biosafety Research. Public scientific body,Member.,1996-11,now,2015-08-13,GMO_doi_014.pdf
GMO,"SWEET, Jeremy",,International Organisation for Biological Control (IOBC),"Member of IOBC. Organisation involved in integrated crop protection research and communication including use of GM crops for pest, disease and weed control who organise a biennial meeting on the role of GM crops in integrated pest management. Attended recent meeting in Sofia in June 2015 and presented paper the impacts of GM herbicide tolerant crops .",2015-05,now,2015-08-13,GMO_doi_014.pdf
GMO,"TEBBE, Christoph",,VAAM - Verein Allgemeiner und Angewandter Mikrobiologie,A non-profit making organization which promotes the exchange of scientific information and co-operation of its members with a view to translating the results of microbiological research to the benefit of society and the environment. - I have a plain membership in this society and no specific activity or responsibility beyond that.,1984-06,now,2015-07-30,GMO_doi_015.pdf
GMO,"TEBBE, Christoph",,ASM - American Society for Microbiology,A non-profit organization which is dedicated to the utilization of microbiological sciences for the promotion of human welfare and for the accumulation of knowledge. I have a plain membership in this society and I have no specific activity or responsibility in this society.,1989-07,now,2015-07-30,GMO_doi_015.pdf
GMO,"TEBBE, Christoph",,ISME - International Society for Microbial Ecology,A non-profit organization dedicated to promote international research in the field of Microbial Ecology. I have a plain membership with no specific functions.,2001-09,now,2015-07-30,GMO_doi_015.pdf
GMO,"VISIOLI, Francesco",,ELSEVIER,Editor in Chief of Pharmacological Research. Decisions on acceptability of papers submitted for publication. Development of journal in terms of diffusion and quality. Meeting with Elsevier (Amsterdam) once/year.,2009-01,2014-12,2015-09-30,GMO_doi_016.pdf
GMO,"VISIOLI, Francesco",,ELSEVIER,Editor in Chief of PharmaNutrition (an Elsevier journal). Decisions on acceptability of papers submitted for publication. Meeting with Elsevier (Amsterdam) once/year.,2013-01,now,2015-09-30,GMO_doi_016.pdf
GMO,"WAL, Jean-Michel",,Circle for Clinical and Biological Research in Food Allergology (CICBAA),Non-profit medical association for information of allergic sufferers. Provide information on prevalence of food allergies in France.,2002-01,now,2015-09-29,GMO_doi_017.pdf
GMO,"WAL, Jean-Michel",,French Society for Allergology and Clinical Immunology,Non Profit Scientific Society of Allergy.,2002-01,now,2015-09-29,GMO_doi_017.pdf
GMO,"WAL, Jean-Michel",,French Nutrition Foundation,Non Profit Scientific Society of Nutrititon : Promote information and education in nutrition.,2002-01,2012-12,2015-09-29,GMO_doi_017.pdf
GMO,"WAL, Jean-Michel",,French Academy of Agriculture,"Scientific Society on Agriculture, Environment and Food. Non Profit Public Institution Member of Section VIII : Human Nutrition",2004-01,now,2015-09-29,GMO_doi_017.pdf
MB,"DAVIES, Sue",,"The Caroline Walker Trust 'Friend' of the Trust, set up to to improve public health through good",food.,2009-08,now,2015-09-07,MB_doi_000.pdf
MB,"EGUILEOR, Inaki",,"AECNE Asociación Española de Cribado Neonatal, Madrid (Spain)",Member of the Management Board of AECNE Scientific non profit organization for Neonatal Screening in Spain on endocrine and metabolic diseases. Provides also External Quality Assessment Programmes for neonatal screening laboratories of Spain.,2006-09,2013-01,2015-05-22,MB_doi_001.pdf
MB,"FACELLI, Piergiuseppe",,,NO INTEREST,,,2015-09-02,MB_doi_002.pdf
MB,"MICHAELIDOU-CANNA, Stella",,Scientific Association of the Mediterranean Environmental Protection,Member of the Council.,2002-01,2009-10,2014-12-01,MB_doi_004.pdf
MB,"MIKO, Ladislav",,Partnership Foundation (Partnerstvi),Member of Board,2010-06,now,2015-03-16,MB_doi_005.pdf
MB,"MOUSING, Jan",,Danish Veterinary Association,The only Danish association for Veterinarians,1985-08,now,2015-05-28,MB_doi_003.pdf
MB,"O'ROURKE, Raymond",,Taste Council,The Taste Council assists the Irish artisan and speciality food sector.,2006-02,now,2015-09-19,MB_doi_006.pdf
MB,"O'ROURKE, Raymond",,Food Lawyers Network (FLN),Co-operative network of Food Lawyers,2009-05,now,2015-09-19,MB_doi_006.pdf
MB,"O'ROURKE, Raymond",,Irish Codex Committee,Advises Government on Codex Alimentarius issues,2010-10,now,2015-09-19,MB_doi_006.pdf
MB,"O'ROURKE, Raymond",,"University of Ulster, UNITED KINGDOM",Visiting Professor at the School of Biomedical Sciences,2012-02,2015-02,2015-09-19,MB_doi_006.pdf
MB,"PRATS MONNE, Xavier",,,NO INTEREST,,,2015-10-06,MB_doi_010.pdf
MB,"ROATIS, Radu",,Medical Studies Association Asklepios - Tg Mures,"President. The Medical Studies Association Asklepios is a NGO that carries out social, environmental and rural development projects.",2008-08,now,2014-11-24,MB_doi_013.pdf
MB,"ROATIS, Radu",,"Local Action Group (LAG) ""Zona de campie"" - Mures County, Romania","President. In charge with the promotion of of the European and national rural development policies. Local Action Group ""Zona de campie"" is an NGO that implements the European rural development policy, creates jobs attracting funds to the following axes: Development of micro enterprises in rural areas; Training of young farmers; Renovation and development of villages; Add value to agricultural products.",2011-09,now,2014-11-24,MB_doi_013.pdf
MB,"ROATIS, Radu",,"Local Action Group (LAG) ""Podisul Tarnavelor"" - Mures County, Romania","Vice-President. In charge with the promotion of European and national rural development policies. Local Action Group ""Podisul Tarnavelor"" is an NGO that implements the European rural development policy, creates jobs attracting funds to the following axes: Development of micro enterprises in rural areas; Training of young farmers; Renovation and development of villages; Add value to agricultural products.",2011-09,now,2014-11-24,MB_doi_013.pdf
MB,"ROATIS, Radu",,"College of Veterinarians (CJMVR) - Mures County, Romania","Member. The College of Veterinarians (CJMVR) operates under Romanian Law 160/1998, republished for the reorganisatin and the profession of vererinary surgeons as a non-governamental, non-political and non- profit organisation. CJMVR has legal personality. The organisation and functionning of CJMVR builds on the principles of territoriality, eligibility and hierarchy. The veterinary is a liberal and independent profession authonomous from governmental influences.",2013-05,now,2014-11-24,MB_doi_013.pdf
MB,"RUPRICH, Jiri",,"VFU, BRNO, CZ - Veterinary and Pharmaceutical University","Teaching: Human Nutrition, Risk Analysis, Participation in courses and summer schools on food hygieny and technology.",2000-01,now,2014-10-11,MB_doi_007.pdf
MB,"RUPRICH, Jiri",,eská technologická platforma – Skupina pro zdravý životní styl,"member of platform groups for healthy life style and on meat - invited on behalf of public health bodies no direct financing or projects discussions with other stakeholders on ""hot topics"" in the field of life style and health and meat and health usually 1-2 meetings per year",2009-10,now,2014-10-11,MB_doi_007.pdf
MB,"RUPRICH, Jiri",,Masaryk University,teaching - Nutritional policy guarranttee of this discipline in magister studies,2010-09,2013-07,2014-10-11,MB_doi_007.pdf
MB,"SZEKACS, Andras",,Hungarian Biochemical Society,- Member - Secretary of Environmental Biochemistry Division since 1992 - Editor of Biokémia (Quarterly Bulletin of the Hungarian Biochemical Society) since 1995; Editor-in-Chief 1998-2008,1990-09,now,2015-08-13,MB_doi_008.pdf
MB,"SZEKACS, Andras",,European Network of Scientists for Social and Environmental Responsibility,Critical assessment of emerging technologies Member and Non-Executive Trustee,2009-09,now,2015-08-13,MB_doi_008.pdf
MB,"SZEKACS, Andras",,Hungarian Society of Ecotoxicology,- Member - Member of the Control Committee - Editor-in-Chief of Biokontroll since 2010,2011-06,now,2015-08-13,MB_doi_008.pdf
MB,"VAN GORCOM, Robert",,Netherlands Biotechnological Association (NBV),Professional association,1990-01,now,2015-03-27,MB_doi_009.pdf
MB,"VAN GORCOM, Robert",,Network for food expertws (NVVL),I am member of NVVL - Network for Food Experts,2007-01,now,2015-03-27,MB_doi_009.pdf
MB,"VANHOORDE, Robert",,,NO INTEREST,,,2015-03-17,MB_doi_011.pdf
MB,"VANTHEMSCHE, Piet",,,NO INTEREST,,,2014-12-08,MB_doi_012.pdf
MB,"WIJASZKA, Tadeusz",,CVO - Permanent Delegation at OIE,Member of the Polish Delegation of the OIE - adviser and consultant of the Polish CVO in the subject of Controlling the Infectious Diseases of Animals,1999-01,2012-05,2015-03-06,MB_doi_014.pdf
MB,"WIJASZKA, Tadeusz",,European Academies of Science - Working Group on Zoonosis,Preparation and publication of the report on Zoonosis problems in Europe. Co-author.,2007-05,2009-05,2015-03-06,MB_doi_014.pdf
MB,"WINTER, Michael",,,NO INTEREST,,,2015-05-28,MB_doi_015.pdf
NDA,"BRESSON, Jean-Louis",,Institut Danone,"NutriEnconomics FENS symposium and parallel workshop on NutriEconomics Madrid, October 28-29, 2011",2011-10,2011-10,2015-10-26,NDA_doi_000.pdf
NDA,"BRESSON, Jean-Louis",,Nestlé Nutrition Institute,"Recent advances in growth research : nutritional, molecular and endocrine perspectives. Wien, October 23-26, 2011",2011-10,2011-10,2015-10-26,NDA_doi_000.pdf
NDA,"BRESSON, Jean-Louis",,ILSI,"Member, organising commity, meeting on low grade inflammation due in September 2013. Not involved in any consensus paper; not attending the meeting.",2013-04,2013-09,2015-10-26,NDA_doi_000.pdf
NDA,"BURLINGAME, Barbara",,World Public Health Nutrition Association,"Representative to the UN agencies in Rome. Report to Association on results of relevant intergovernmental meetings in Rome, Italy, where WPHNA has observer status.",2012-01,now,2015-05-05,NDA_doi_001.pdf
NDA,"DEAN, Tara",,British Socitery of Allergy and Clinical Immuniology,Allergy,2008-01,now,2015-11-23,NDA_doi_002.pdf
NDA,"FAIRWEATHER-TAIT, Susan",,Nordic Nutrition Recommendations 5 Working Group,Member of international reference group for the revison of the 4th edition of the Nordic Nutrition Recommendations. I served in this working group as an observer and was not involved in setting recommendations. I did not attend any meetings.,2010-04,2012-12,2015-10-28,NDA_doi_003.pdf
NDA,"FAIRWEATHER-TAIT, Susan",,Internatioal Life Sciences Institute (ILSI) Europe,"Member of Scientific Programmes Committee for Functional Foods Symposium, Prague 5-7 October 2011 (role: reviewing submitted abstracts - not connected to any specific guidance documents), and invited speaker.",2010-09,2011-10,2015-10-28,NDA_doi_003.pdf
NDA,"FAIRWEATHER-TAIT, Susan",,Biomarkers of Nutrition for Development,Three year project funded by National Institutes of Health (NIH) and the Gates Foundation. The goal is to work with the global food and nutrition community on biomarkers of nutritional status. I was on the Steering Committee and a member of the iron expert group but only received funding for travel and accommodation to attend meetings (1 per year).,2010-10,2013-09,2015-10-28,NDA_doi_003.pdf
NDA,"FAIRWEATHER-TAIT, Susan",,International Society for Trace Element Research in Humans,Elected Council member. There have been no meetings and I have not been involved in any ISTERH activities.,2011-10,now,2015-10-28,NDA_doi_003.pdf
NDA,"FAIRWEATHER-TAIT, Susan",,European Cooperation in Science and Technology (COST) Action FA 0905 Mineral improved crop production for healthy food and feed,"Co-leader of Working Group 3 (Plant product processsing and human/animal nutrition) Funded by the European Commission. http://www.cost.eu/domains_actions/fa/Actions/FA0905 I attended 2 COST meetings in total (one in Spain, before I became co- lead for WG3, and one in Norway in 2013), and I also organised a small workshop in Norwich.",2013-01,2014-04,2015-10-28,NDA_doi_003.pdf
