Subject group,Full name,Activity of a close family member,Organisation,Subject matter,Start date,End date,DOI date,PDF
BIOHAZ,"SPEYBROECK, Niko",,"Fonds Spécial de la Recherche, Belgium",PhD grant (Topic: Agent-based Modeling in health).,2009-09,2013-09,2015-04-17,BIOHAZ_doi_017.pdf
BIOHAZ,"SPEYBROECK, Niko",,"Fonds de la Recherche Scientique (FNRS), Belgium","Scholarship: ""Modelling of Ixodes ticks in Belgium""",2011-01,2014-06,2015-04-17,BIOHAZ_doi_017.pdf
BIOHAZ,"SPEYBROECK, Niko",,"""Bijzonder Ondezoeks Fonds"" Ghent University, Belgium",Scholarship for work on Neglected Tropical Diseases.,2011-09,now,2015-04-17,BIOHAZ_doi_017.pdf
BIOHAZ,"SPEYBROECK, Niko",,Fonds Spécial de la Recherche Belgium,PhD grant (Topic: Socio-economic inequalities in health).,2011-09,2013-09,2015-04-17,BIOHAZ_doi_017.pdf
BIOHAZ,"SPEYBROECK, Niko",,Université catholique de Louvain Belgium,"Janssen-Scholarship for project: ""Optimising the detection of melanoma's""",2012-01,now,2015-04-17,BIOHAZ_doi_017.pdf
BIOHAZ,"SPEYBROECK, Niko",,Université catholique de Louvain,"Cooperation Development-Scholarship for ""Polyparasitism to soil- transmitted helminths, in a co-endemic region in the Democratic Republic of Congo: epidemiology and control""",2012-09,now,2015-04-17,BIOHAZ_doi_017.pdf
BIOHAZ,"SPEYBROECK, Niko",,Fonds de la Recherche Scientique (FNRS)-Belgium,"Scholarship: ""Bayesian Methods in Emergency Response""",2013-09,now,2015-04-17,BIOHAZ_doi_017.pdf
BIOHAZ,"SPEYBROECK, Niko",,CIUF-CUD-grant Belgium Strengthening the surveillance strategies for malaria control and,elimination in Peru.,2014-09,now,2015-04-17,BIOHAZ_doi_017.pdf
BIOHAZ,"TER KUILE, Benno",,Ministry of Agriculture,Mariculture.,2006-01,2008-06,2015-06-29,BIOHAZ_doi_018.pdf
BIOHAZ,"TER KUILE, Benno",,Netherlands Food and Consumer Product Safety Authority,Antibiotic resistance. The Netherlands Food and Consumer Product Safety Authority subsidizes the University of Amsterdam to conduct research on antibiotic resistance. As a guest researcher I am responsible for carrying out this project.,2007-09,now,2015-06-29,BIOHAZ_doi_018.pdf
BIOHAZ,"TER KUILE, Benno",,EFSA,"Project on the application of ""Omics"" for risk assessment. Subcontractor for the RIVM.",2012-01,2013-07,2015-06-29,BIOHAZ_doi_018.pdf
BIOHAZ,"THRELFALL, John",,,NO INTEREST,,,2015-09-23,BIOHAZ_doi_019.pdf
BIOHAZ,"WAHLSTROM, Helene",,"1) Vetenskapsrådet [Swedish research council], Sweden, Stockholm, (VR). 2)The European Union research and Innovation Funding Programme (F7), Belgium, Brussels 3) European Cooperation in Science in Technology (COST), Belgium, Brussels","1) At present I am involved with a four year research project on source attribution on Campylobacter with funding from the Swedish research council, Attributing human cases of campylobacteriosis to their sources as a tool for targeted interventions. Less than5% of my time is allocated to this project. 2) I am also involved in a project : “Development and evaluation of scientific methodologies for cost-effective risk-based animal health surveillance” (Risksur) with funding from the seventh framework programme. The three-year project involves twelve different partners within the EU. Approximately 5% of my time is allocated to this project. 3) I am alos involved in a Network for Evaluation of One Health (NEOH) [TD Cost action TD1404] (http://www.cost.eu/COST_Actions/TDP/Actions/TD1404) The overall aim of NEOH is to enable appropriate evaluations of One Health activities and hence comparison of initiatives as well as informed decision-making and resource allocation.",2012-03,now,2015-11-09,BIOHAZ_doi_020.pdf
CEF,"BOLOGNESI, Claudia",,,NO INTEREST,,,2014-12-03,CEF_doi_000.pdf
CEF,"CASTLE, Laurence",,EU-FP7,"I was coordinator of workpackage 4 (Packaging) of the EU-FP7- funded FACET project [http://www.ucd.ie/facet/] which started in September 2008 and ran for 4 years. FACET stands for Flavours Additives and Contact materials Exposure Task. The WP4 had 8 partners including a Facet Industry Group (FIG) that was comprised of 12 European Trade Associations that cover all the major food packaging materials except for glass. Fera’s participation in the FACET project was funded 75% by the European Commission, 15% by the FIG, and 10% by the UK Food Standards Agency. The FIG was a key partner in the FACET project since they provided information on packaging composition and usage which was key to being able to estimate consumer exposure. Consequently as workpackage leader I worked closely and frequently with the FIG on this project.",2008-09,2012-08,2015-04-19,CEF_doi_001.pdf
CEF,"CASTLE, Laurence",,"The Valspar Coorporation, HJ Heinz and Fera","I co-supervised a PhD student at the University of Leeds, School of Chemistry in 2010-13. The aim of his research was to gain a better understanding of the possible degradative release of melamine and related amino crosslinking materials, from polymeric coatings on metal substrates. The studentship was funded jointly by the Valspar Corporation, HJ Heinz and Fera. As well as myself, the other external supervisor of the student was Dr PK Oldring of the Valspar Corp. Establishing this PhD followed a very successful project between Fera and Leeds University, funded completely by the UK Government (Defra, LINK Project FQS-45, 2005-2008) and with HJ Heinz, Valspar Corp. and Impress as the 3 industrial partners. The project was entitled: New technologies and chemistries for food can coatings. FQS-45 resulted in 3 MSc theses, 2 PhD theses, plus a good number of journal publications.",2010-09,2013-10,2015-04-19,CEF_doi_001.pdf
CEF,"CASTLE, Laurence",,EU-FP7 and the UK-FSA,"I participated in the TDS-Exposure project as WorkPackage leader for WP4 (Food preparation, composite formation, and chemical analysis). TDS-Exposure is a four-year FP7-funded Collaborative (Research) Project with 26 partners from 19 countries, and it is led by ANSES in Paris, under Grant Agreement: 289108 Total Diet Study Exposure, 1st February 2012-31st January 2016. The funding for Fera in this project comes from the EU-FP7 (75%) with top-up funds from the UK Food Standards Agency. TDS-Exposure aims to standardise measurement of dietary chemicals throughout Europe and create an EU-wide network of TDS centers.",2012-02,2015-03,2015-04-19,CEF_doi_001.pdf
CEF,"CRAVEDI, Jean-Pierre",,European Commission (EC),"CASCADE (Chemicals as contaminants in the foodchain : a network of excellence for research, risk assessment and education), 6th FP.",2004-09,2009-09,2015-03-05,CEF_doi_002.pdf
CEF,"CRAVEDI, Jean-Pierre",,ANR –French National Research Agency,Framework integrating innovative screening models for endocrine disruption. French funded projects (ANR –French National Research Agency):,2008-09,2011-09,2015-03-05,CEF_doi_002.pdf
CEF,"CRAVEDI, Jean-Pierre",,"ANSES, Agence nationale de sécurité sanitaire de l'alimentation, de l'environnement et du travail, FRANCE, Maisons- Alfort","Mixtures of Polycyclic Aromatic Hydrocarbons: genotoxic effects and biomarkers. Program from the French Agency for Food, Environmental and Occupational Health and Safety",2010-09,now,2015-03-05,CEF_doi_002.pdf
CEF,"CRAVEDI, Jean-Pierre",,"EFSA, European Food Safety Authority, Italy, Parma",In vitro metabolic study on alkanes in hepatic microsomes from humans and rats. EFSA Negotiated Procedure (NP/EFSA/CONTAM/2011/03) 2011.,2011-06,2011-12,2015-03-05,CEF_doi_002.pdf
CEF,"CRAVEDI, Jean-Pierre",,"EFSA, European Food Safety Authority, Italy, Parma",Bioaccumulation and toxicity of mineral oil hydrocarbons in rats - specificity of different subclasses of a broad mixture relevant for human dietary exposures.,2013-10,now,2015-03-05,CEF_doi_002.pdf
CEF,"ENGEL, Karl-Heinz",,"Frey + Lau, Silesia, Firmenich",Analysis of flavourings (paid to University). Subject not related to carvone.,2007-01,now,2015-09-25,CEF_doi_003.pdf
CEF,"ENGEL, Karl-Heinz",,Symrise,Research grant for PhD student. Subject: Investigation of plant extracts with flavour-modulating properties. No personal financial advantage; funding is paid to the university and used to employ the PhD student. Subject not related to carvone.,2007-05,2013-03,2015-09-25,CEF_doi_003.pdf
CEF,"ENGEL, Karl-Heinz",,European Commission DG Research and Innovation,"Estimation of dietary exposure to flavouring substances within the EU- Project FACET (Flavourings, Additives and Food Contact Materials Exposure Task)",2008-09,2012-08,2015-09-25,CEF_doi_003.pdf
CEF,"ENGEL, Karl-Heinz",,Symrise,"Reseach grant for Master thesis ""Sensory characterization of stevia extracts"" (paid to the student).",2009-04,2009-09,2015-09-25,CEF_doi_003.pdf
CEF,"ENGEL, Karl-Heinz",,Symrise,Research grant for PhD student. Subject: Stability of flavourings. No personal financial advantage; funding is paid to the university and used to employ the PhD student. Subject not related to carvone.,2012-07,now,2015-09-25,CEF_doi_003.pdf
CEF,"ENGEL, Karl-Heinz",,Bayerisches Staatsministerium für Umwelt und Verbraucherschutz,Research grant: Analysis of phytosterols and phytosteryl esters in functional foods,2013-07,now,2015-09-25,CEF_doi_003.pdf
CEF,"ENGEL, Karl-Heinz",,German Research Council (DFG),Joint Sino-German research project: Characterization of rice and soybean low phytate mutant genes by means of metabolite profiling and seed phenomics,2014-04,now,2015-09-25,CEF_doi_003.pdf
CEF,"FOWLER, Paul",,Wellcome Trust,Effect of in-utero exposure to environmental chemicals via maternal pasture ingestion on fetal development. This work did not include specific analysis of BPA.,2007-05,2010-04,2014-11-19,CEF_doi_004.pdf
CEF,"FOWLER, Paul",,NHS R&D,Salary supplement for Wellcome project “Effect of in-utero exposure to environmental chemicals via maternal pasture ingestion on fetal development.” This work did not include specify analyses of BPA.,2007-05,2008-04,2014-11-19,CEF_doi_004.pdf
CEF,"FOWLER, Paul",,NHS Grampian,Does maternal smoking disrupt key developmental sex steroid hormones in the fetus? This project did not include specific analysis of BPA.,2008-04,2009-03,2014-11-19,CEF_doi_004.pdf
CEF,"FOWLER, Paul",,NHS Grampiian,Fetal human gonadal cannabinoid receptors: expression and effects of maternal smoking. This project did not include the specific analysis of BPA.,2009-04,2010-03,2014-11-19,CEF_doi_004.pdf
CEF,"FOWLER, Paul",,EC,"Investigation of effects of environmental chemicals in animal (sheep and mice) and human development and function, particularly in terms of reproduction. This work did not include any analysis of BPA.",2009-05,2011-10,2014-11-19,CEF_doi_004.pdf
CEF,"FOWLER, Paul",,CSO,Bioincubator system to model toxic effects on the human fetal testis. This project did not include specific analysis of BPA.,2010-01,2011-12,2014-11-19,CEF_doi_004.pdf
CEF,"FOWLER, Paul",,Holly Hill Trust,The effects of in utero exposure to di(2-ethylhexyl) phthalate (DEHP) and polychlorinated biphenyls via maternal ingestion on the foetal sheep ovary. This project did not include specific analysis of BPA.,2010-05,2010-08,2014-11-19,CEF_doi_004.pdf
CEF,"FOWLER, Paul",,Wellcome TRust,Prenatal programming of adult disease by maternal smoking: the adrenal gland as a key player?,2013-10,now,2014-11-19,CEF_doi_004.pdf
CEF,"FOWLER, Paul",,Medical Research Council The human fetal liver: development and response to maternal drug use. Society for Reproduction & Fertility,Does exposure to a complex cocktail of environmental chemicals during pregnancy and lactation alter metabolic and steroid hormone systems in the adult liver?,2014-01,now,2014-11-19,CEF_doi_004.pdf
CEF,"FRANZ, Roland",,Various organisations: European Commission - DG Research; Bavarian Ministry of Health and Consumer Protection; PlasticsEurope; German BMBF (Federal Ministry for Education and Research),"-2007 - 2010: The EU project Migresives (COLL-CT2006-030309): objective: carry out a research programm on the migration of adhesives from food packages. This EU project was to assist SMEs to ensure packaging safety. - my role: project coordination -2009 - 2012: The project FACET (KBBE-211686): objective: to develop mathematical migration model tools to allow exposure estimations for constituents from food contact materials. - my role: coordination of Work package 4.2 which deals with development of the migration model. - 2010 - 2012: On a national level we had a project (Acronym: LENA) dealing with the safety-in-use of nano-particles in food packaging materials. This project was sponsored from public money by the Bavarian Ministry of Health and Consumer Protection. - Recently (2011 - 2014): PlasticsEurope Nano-Project: we investigated in this project the migration potential of selected nano- particles representing various classes of nano-particles to allow finally more general conclusions. This was a small project funded by PlasticsEurope and made up around 1.5% of my 2014 total budget. - Currently (2015): A Follow-up project of this Nano-Project in which we investigate whether mechanical release of nano-particles can take place under actual use conditions. Again, this is a small project making up less than 1 % of my 2015 total budget. - Recently (2013 - 2015): We investigated the type and nature of oligomers present in polyolefines and their potential to migrate into foods. This is a small contract work for PlasticsEurope which made up 1% of my total 2014 budget. - Current (2011 - 2015): EU Project EcoBioCAP (Grant no. 265669). The major objective of this project is to develop eco-efficient, biodegradable packaging solutions with direct benefits both for the environment and EU consumers which in terms of food quality and safety. - Current (2011 - 2015): German BMBF funded project 'NextGenPack'. The major objective in this project is to develop advanced active and intelligent bio-packaging solutions for food contact. All these projects are in support of food packaging safety. Payments for research projects are always made to my employer's financial administration.",2007-03,now,2015-08-07,CEF_doi_005.pdf
CEF,"GROB, Konrad",,"German Federal Ministry of Food, Agriculture and Consumer Protection (BMELV)","Research projects to determine potential migrants from printing inks and recycled paperborad into food, in collaboration with Chemisches und Veterinäruntersuchungsamt (CVUA) Stuttgart (lead), Landesuntersuchungsamt (LUA) Dresden (public enforcement laboratories) and the University of Dresden. Purpose: investigations to determine the need for legislative measures. Projects organized for the German Federal Ministry of Food, Agriculture and Consumer Protection (BMELV), run under the title of Entscheidungshilfeprojekt, i.e. to provide facts supporting decisions for the legislator, in particular with regard to printing ink and recycled paperboard.",2010-09,2012-06,2015-09-11,CEF_doi_006.pdf
CEF,"GROB, Konrad",,"EFSA, European Food Safety Authority, Italy, Parma",Accumulation of mineral oil hydrocarbons in rat tissues. EFSA project coordinated by Maro Binaglia and led by JP Cravedi (INRA Toulouse). Analytical part: measurement of the hydrocarbons in the tissues. To be finished in February 2016.,2014-04,now,2015-09-11,CEF_doi_006.pdf
CEF,"GUERTLER, Rainer",,,NO INTEREST,,,2015-10-21,CEF_doi_007.pdf
CEF,"HUSOY, Trine",,The Research Council of Norway,Research on compounds produced during heating of food. Experimental work with substituted furans on their genotoxic and carcinigenic properties. Some of these subtance are also flavourings evaluated by the CEF Panel in EFSA. This is decleared in the specific Declaration of Interest when the substances are discussed in the CEF Panel. I have no personal financial benefit from this project.,2006-06,now,2015-03-02,CEF_doi_008.pdf
CEF,"HUSOY, Trine",,Horizon 2020,"I will coordinate wp7 in the new EU project ""European Test and Risk Assessment Strategies for Mixtures (EuroMix)"" funded in Horizon 2020",2015-02,now,2015-03-02,CEF_doi_008.pdf
CEF,"KÄRENLAMPI, Sirpa",,Academy of Finland,"""Mechanisms of metal hyperaccumulation and hypertolerance in plants"" GMMs are used as basic laboratory tools in the development of GM plants for research purposes.",2012-09,now,2015-09-11,CEF_doi_009.pdf
CEF,"MENNES, Wim",,,NO INTEREST,,,2014-11-17,CEF_doi_010.pdf
CEF,"MILANA, Maria Rosaria",,Osservatorio Nazionale sui Rifiuti,Technological Suitability and safety of food packaging plastics added with nanomaterials to be recycled into a new food packaging material and/or article Role : Scientific Responsible,2009-03,2011-06,2015-02-22,CEF_doi_011.pdf
CEF,"MILANA, Maria Rosaria",,Istituto Italiano Imballaggio,Stesura di Lineeguida per la preparazione della Documentazione di supporto per la conformità di materiali e oggetti al contatto con alimenti (MCA ) ai sensi del Reg. 1935/2004/CE ( Development of Guidelines for the preparation of supporting documentation for compliance with the Regulation 1935/2004/CE on food contact materials and articles) The Guidelines will be published and freely available in the website of the ISS . They will be a support for both the correct implementation of the Regulation and the related acitivities of the public health personnel . No personal financial benefit was got Role: Scientific Responsible of the Project,2011-01,now,2015-02-22,CEF_doi_011.pdf
CEF,"MILANA, Maria Rosaria",,AIDEPI,"Impatto del Regolamento 10/2011/UE ""Plastic implementing Measures"" (PIM) sugli imballaggi per alimenti dolciari ( Impact of Reg.10/2011/UE ""Plastic implementing Measures"" (PIM on packagings for confectionary foods) The project is cofinanced from the ISS and the relevant Association of Food Industries. The research is aimed to test migration behaviour of some barrier materials under the new conditions introduced from the Reg EU 10/2011. No personal financial benefit was got Role: Scientific Responsible of the Project",2011-01,now,2015-02-22,CEF_doi_011.pdf
CEF,"MILANA, Maria Rosaria",,Rilegno,Approfondimenti tecnico scientifici per la preparazione di Lineeguida per il codice di comportamento dei produttori di imballaggi ortofrutticoli in legno. ( Technical Scientific study to develop Guidelines for the best practice for the manufacture of wooden crated for fruits and vegetables) No personal financial benefit was got Role: Scientific Responsible of the Project.,2011-01,2012-12,2015-02-22,CEF_doi_011.pdf
CEF,"MILANA, Maria Rosaria",,ASSOMET,In the Unit I am Responsible at the ISS a Research project on Migration of aluminium from Food contact materials and articles is carried out. I am not the Responsible for this project. The project is cofinanced by ISS ( the scientific and research part ) and Italian Association ( ASSOMET) of manufacturers ( materials and articles) and funding to support laboratory and consumables . No hardware was gained,2013-10,now,2015-02-22,CEF_doi_011.pdf
CEF,"PENNINKS, André",,,NO INTEREST,,,2015-10-13,CEF_doi_012.pdf
CEF,"SILANO, Vittorio",,,NO INTEREST,,,2015-09-30,CEF_doi_013.pdf
CEF,"SMITH, Andy",,,NO INTEREST,,,2015-04-22,CEF_doi_014.pdf
CEF,"TAVARES POCAS, Maria de Fatima",,National Research Agency of Portugal ADI,"2006-2008: Organisation: national research agency ADI; My role: scientific director of collaborative project Migramodel-Mathematical modelling of migration processes in food packaging for exposure assessment and compliance of safety, Research grant paid to the university, No personal financial advantage. Project in partnership with a company producing plastic bottles and tubs.",2006-01,2008-12,2015-02-22,CEF_doi_015.pdf
CEF,"TAVARES POCAS, Maria de Fatima",,National Research Agency of Portugal ADI,"2009-2010: Organisation: national research agency ADI; My role: scientific director of Collaborative project RAPIDARROZ; Research grant – Development of new integrated drying processes and packaging for rice and ingredients for traditional Portuguese meals using national products, Research grant paid to the university, No personal financial advantage. project in partnership with a enterprise producing rice meals.",2009-01,2010-12,2015-02-22,CEF_doi_015.pdf
CEF,"TAVARES POCAS, Maria de Fatima",,National Research Agency of Portugal ADI,"2011-2012: Organisation: national research agency ADI; My role: member of ESB team of the Collaborative project FrutaMais and project Myrtillus; Research Grant: Preservation of functional, nutritional and organoleptic characteristics of fruits, Research grant",2011-01,2012-12,2015-02-22,CEF_doi_015.pdf
CEF,"TAVARES POCAS, Maria de Fatima",,European Commission (EC),"The University is my employer and is a non-state University for Higher education and other public services. The University is financed through public grants (multi-annual financing plan), research projects and services provided to the community, including student’s fees and tuitions in the scope of teaching and training programmes, and contract work to third party institutions and companies. The value of private funding does not exceed 10% approx. of the budget. All payments concerning research projects and contract work are always made to the University financial administration. I have no any financial benefits from the research projects or any activity of the lab because all these activities are part of my job at the University. 2013 – date: Organisation: European Commission; My role: Member of ESB team of the project Collaborative project QUAFETY; Subject: Research Grant: Comprehensive approach to enhance quality and safety of ready to eat fresh products; Research grant paid to the university, No personal financial advantage.",2013-01,now,2015-02-22,CEF_doi_015.pdf
CEF,"TLUSTOS, Christina",,,NO INTEREST,,,2015-03-03,CEF_doi_016.pdf
CEF,"WÖLFLE, Detlef",,,NO INTEREST,,,2015-09-10,CEF_doi_017.pdf
CEF,"ZORN, Holger",,Arbeitsgemeinschaft industrieller Forschungsvereinigungen,Production of natural flavour compounds by submerged cultured fungi; funding for the university only; no personal payments; project was not related to food enzymes,2008-11,2011-04,2015-08-13,CEF_doi_018.pdf
CEF,"ZORN, Holger",,Bundesministerium fuer Bildung und Forschung,Production of fungal secondary metabolites and Downstream processing; funding for the university only; no personal payments; project is not related to food enzymes,2009-01,2012-12,2015-08-13,CEF_doi_018.pdf
CEF,"ZORN, Holger",,Deutsche Bundesstiftung Umwelt,Analysis of fungal secretomes; funding for the university only; no personal payments,2009-05,2011-08,2015-08-13,CEF_doi_018.pdf
CEF,"ZORN, Holger",,Bundesministerium fuer Bildung und Forschung,Enzymatic degradation of lignocelluloses; search for lignin degrading enzymes from white-rot fungi; funding for the university only; no personal payments; project was not related to food enzymes,2010-04,2011-11,2015-08-13,CEF_doi_018.pdf
CEF,"ZORN, Holger",,"Bundesministerium fuer Ernaehrung, Landwirtschaft und Verbraucherschutz",Biorefinery concepts; search for novel ligno-cellulose degrading enzymes; funding for the university only; no personal payments; project is not related to food enzymes,2010-05,2013-09,2015-08-13,CEF_doi_018.pdf
CEF,"ZORN, Holger",,LOEWE (Research funding programme of the German federal state of Hesse),Identifaction and characterization of enzymes derived from Insects and insect associated fungi; funding for the university only; no personal payments; parts of the project are related to food enzymes,2011-01,now,2015-08-13,CEF_doi_018.pdf
CEF,"ZORN, Holger",,BMBF Federal Ministry of Education and Research,Development of novel enzyme cocktails for the degradation of lignocelluloses. Cooperation project with the Russian Academy of Science; funding for the university only; no personal payments; project is not related to food enzymes,2011-01,2012-12,2015-08-13,CEF_doi_018.pdf
CEF,"ZORN, Holger",,Symrise,Joint research project on biotechnological production of flavour compounds; funding for the university only; no personal payments; project might be related to food enzymes in future,2012-01,2015-06,2015-08-13,CEF_doi_018.pdf
CEF,"ZORN, Holger",,Hessen Agentur,"Production of soft drinks by fungal fermentation; funding for the university only; no personal payments. ""Hessen Agentur“ is a GmbH 100% owned by the German federal state of Hesse. The project is run with public funding. The project is not related to food enzymes.",2012-01,2014-12,2015-08-13,CEF_doi_018.pdf
CEF,"ZORN, Holger",,Deutsche Bundesstiftung Umwelt,Development of a two-enzyme system for degradation of lignocelluloses; funding for the university only; no personal payments project is not related to food enzymes,2012-01,2014-03,2015-08-13,CEF_doi_018.pdf
CEF,"ZORN, Holger",,"LOEWE (Research funding programme of the German federal state of Hesse), Germany, Hesse",Optimisation of the secondary metabolite profile of the edible fungus A. aegerita.,2013-01,now,2015-08-13,CEF_doi_018.pdf
CEF,"ZORN, Holger",,"Bundesministerium für Bildung und Forschung (BMBF), Germany",Immobilization of fungal peroxidases on textile carriers; funding for the university only; no personal payments. parts of the project are related to food enzymes,2013-10,now,2015-08-13,CEF_doi_018.pdf
CEF,"ZORN, Holger",,Bundesministerium fuer Bildung und Forschung (BMBF),Identification and biochemical characterization of lipases derived from edible fungi for dairy applications; funding for the university only; no personal payments,2014-03,now,2015-08-13,CEF_doi_018.pdf
CEF,"ZORN, Holger",,Bundesministerium für Wirtschaft und Energie (BMWi),Production of fungal protein by fermentation of side streams of the food industry by edible basidiomycetes. The project is not related to food enzymes; funding for the university only; no personal payments.,2014-08,now,2015-08-13,CEF_doi_018.pdf
CEF,"ZORN, Holger",,Philip Morris International Feasibility study on detoxification of tobacco by fermentation with,"higher fungi. The project is not related to food enzymes; funding for the University only, no personal payments.",2014-08,2015-01,2015-08-13,CEF_doi_018.pdf
CEF,"ZUGRAVU, Corina-Aurelia",,"EFSA, European Food Safety Authority, Italy, Parma",The projects ID is OC/EFSA/DCM/2013/01-CT03 and it was linked with the fulfilment of the EFSA Comprehensive European Food Consumption Database.,2013-09,2014-05,2015-05-20,CEF_doi_019.pdf
CEF,"ZUGRAVU, Corina-Aurelia",,"EFSA, European Food Safety Authority, Italy, Parma",The project`s ID is OC/EFSA/DATA/2014/02 and it is included in the larger frame of EU Menu.,2015-01,now,2015-05-20,CEF_doi_019.pdf
CONTAM,"ALEXANDER, Jan",,Norvegian Research Council; Norvegian Cancer Society; European Commission DG research,"Research funding has only been to scientific research resulting in publications in scientific journals or reports open to the public. There have been no industry or any other private funding of research. The topics of resesearch: 1.Toxicology of food contaminants, e.g. acrylamide, HMF, dioxin/ PCB and other contaminants in food 2. Cancer research mainly focused on experimental studies on intestinal carcinogenesis related to food 3. Epidemiological research into aspects of food safety and nutrition, mainly related dietary exposure studies on nutrients, food contaminants and also pregnacy and child outcomes. EU funded projects FP6 and FP7: HEATOX, NEWGENERIS, HELIX,",2002-01,now,2015-07-14,CONTAM_doi_000.pdf
CONTAM,"BARREGARD, Lars",,"FORTE, FORMAS, Sahlgrenska University Hospital","Topics Exposure sources: Toxic metals, Air pollution, Water contamination, Contaminated land, Residential Radon and other ionizing radiation, Noise. Topics outcomes: Overall morality, cancer, cardiovascular disease, kidney disease, neurological disease, annoyance. Funding and proportions private: Various research grants from state or other public research agencies. Never any private funding.",1985-01,now,2015-04-20,CONTAM_doi_001.pdf
CONTAM,"BIGNAMI, Margherita",,Associazione Italiana Ricerca sul cancro,Research Projects funded by Associazione Italiana Ricerca sul Cancro Research projects funded by Telethon,2009-01,now,2015-04-30,CONTAM_doi_002.pdf
CONTAM,"CECCATELLI, Sandra",,The Swedish research Councils VR,EFFECTS OF HORMONES ON NEURAL CELL DEATH AND SURVIVAL: long-lasting consequences of adverse prenatal factors.,2005-01,now,2015-04-21,CONTAM_doi_003.pdf
CONTAM,"CECCATELLI, Sandra",,EC,Toxicity of non dioxin like PCBs.,2006-10,2009-10,2015-04-21,CONTAM_doi_003.pdf
CONTAM,"CECCATELLI, Sandra",,FORMAS,Developmental neurotoxicity of PFOS and PFOA.,2007-01,2010-12,2015-04-21,CONTAM_doi_003.pdf
CONTAM,"CECCATELLI, Sandra",,The Swedish Research Council FORMAS,Gender-related differences in behavioral and molecular effects induced by neurotoxic environmental contaminants (special focus on MeHg and Mn).,2008-10,2010-12,2015-04-21,CONTAM_doi_003.pdf
CONTAM,"CECCATELLI, Sandra",,"Nihon Trin Co, Osaka, JP",Study on the effects of molecular hydrogen on oxidative-stress-related neuronal damage during aging.,2013-07,now,2015-04-21,CONTAM_doi_003.pdf
CONTAM,"COTTRILL, Bruce",,,NO INTEREST,,,2015-04-17,CONTAM_doi_004.pdf
CONTAM,"DINOVI, Michael",,,NO INTEREST,,,2015-04-27,CONTAM_doi_005.pdf
CONTAM,"EDLER, Lutz",,,NO INTEREST,,,2015-07-04,CONTAM_doi_006.pdf
CONTAM,"GRASL-KRAUPP, Bettina",,"European Commission/Innovative Medicine Initiative, Austrian Science Fonds","EU-project in the frame of the Innovative Medicine Initiative (IMI) details see: www.imi-marcar.eu/. In this project two PhD students and 2 technicians, working in my group, are receiving funding. A further project is funded by the Austrian Science Fonds (www.fwf.ac.at). One phd student and several diploma students in my group are paid from this source.",2010-01,now,2015-04-13,CONTAM_doi_007.pdf
CONTAM,"HOGSTRAND, Christer",,EU,Project on sustainable fish feeds,2005-10,2010-08,2015-10-29,CONTAM_doi_008.pdf
CONTAM,"HOGSTRAND, Christer",,Norwegian Research Foundation NRF,Integrative environmental genomics of cod,2009-04,2012-03,2015-10-29,CONTAM_doi_008.pdf
CONTAM,"HOGSTRAND, Christer",,"NERC, Natural Environment Research Council, UK","Development of a new technique for detection of ionic metal and bioavailable trace metals in water. The method of diffusive gradients in thin-films (DGT) emulates some aspects of the dynamics, but it lacks some essential features of the organism. This project introduced controlled biological features into DGT and provided two new tools that can be used in situ to assess bioavailable metals. The biological binding DGT (BBDGT) incorporated cell cultures to enable precise mimicry of uptake from solution. The biological mobilising DGT (BMDGT) contained microbial components that enable the measurement of metals capable of release from colloids and particles.",2010-10,2012-06,2015-10-29,CONTAM_doi_008.pdf
CONTAM,"HOGSTRAND, Christer",,Natural Environment Research Council,Development of a fish gill cell culture system for site-specific water monitoring,2010-12,2012-02,2015-10-29,CONTAM_doi_008.pdf
CONTAM,"HOGSTRAND, Christer",,"National Centre for the Replacement, Refinement, and Reduction of Animals in Research, NC3R",Development of an in vitro model to replace ecotoxicity testing of fish to pharmaceuticals,2011-02,2012-02,2015-10-29,CONTAM_doi_008.pdf
CONTAM,"HOGSTRAND, Christer",,Diabetes UK,Zinc metabolism in pancreatic -cells,2012-03,2013-02,2015-10-29,CONTAM_doi_008.pdf
CONTAM,"HOGSTRAND, Christer",,Johnson and Johnson / King's College London,"Protein-protein interaction between SLC30A8 and PDLIM7 and its influence on Type 2 Diabetes and beta-cell function. This project does not relate to food or the food chain and, therefore, does not fall within the remit of EFSA.",2012-10,2013-09,2015-10-29,CONTAM_doi_008.pdf
CONTAM,"HOGSTRAND, Christer",,"BBSRC, Biotechnology and Biological Research Council, Swindon, UK",Regulatory roles of the micronutrient zinc in phosphorylations,2013-01,now,2015-10-29,CONTAM_doi_008.pdf
CONTAM,"HOGSTRAND, Christer",,"Ministry of Agriculture, Food and Rural Affairs, South Korea","Development of anti-diabetic functional foods from fermented Korean blueberry. This is a collaboration with Semyung University and a small juice manufacturer (as SME), WellRun, in South Korea. Our task is to identify if fermented blueberry juice causes insulin sensitisation in cultured muscle cells and to investigate the components and mechanisms involved.",2013-07,now,2015-10-29,CONTAM_doi_008.pdf
