Subject group,Full name,Nature of activity,Activity of a close family member,Organisation,Subject matter,Start date,End date,DOI date,PDF
BIOHAZ,"SKANDAMIS, Panagiotis",I. Economic interest,,,NO INTEREST,,,2015-09-30,BIOHAZ_doi_015.pdf
BIOHAZ,"SKANDAMIS, Panagiotis",II. Member of a managing entity or equivalent structure,,,NO INTEREST,,,2015-09-30,BIOHAZ_doi_015.pdf
BIOHAZ,"SKANDAMIS, Panagiotis",III. Member of a scientific advisory entity,,,NO INTEREST,,,2015-09-30,BIOHAZ_doi_015.pdf
BIOHAZ,"SKANDAMIS, Panagiotis",IV. Employment,,"Agricultural University of Athens, GREECE, Athens","I am working as full time Assistant Professor of Food Microbiology and Food Hygiene (tenure contract which started as probation at the level of Lecturer on the 9th of March 2006), teaching theoretical and laboratory courses on Food Hygiene, Food Microbiology, Food Quality Control, HACCP and Food Safety Management Systems to under-graduate (BSc) students. I am also teaching courses of Predictive Food Microbiology, Quantitative Microbiological Risk Assessment, to graduate (Master) students. My research so far on Microbial Food Safety, Predictive Microbiology and QMRA has been and is being conducted by three post-doctoral fellows that were granted their PhD under my supervision, 33 BSc, 25 MSc and 5 PhD students. I have served as external evaluator of PhD Thesis of graduate students in Greece, Belgium (KULeuven), Ireland (UCD) and Denmark (DTU). Research is supported by FP 6 and 7 Projects and National Grants, funded by National Scientific Research Foundation, in which I am either co-ordinating or serve as scientific responsible.",2006-03,now,2015-09-30,BIOHAZ_doi_015.pdf
BIOHAZ,"SKANDAMIS, Panagiotis",IX. Other relevant interest,,,NO INTEREST,,,2015-09-30,BIOHAZ_doi_015.pdf
BIOHAZ,"SKANDAMIS, Panagiotis",V. Occasional consultancy,,,NO INTEREST,,,2015-09-30,BIOHAZ_doi_015.pdf
BIOHAZ,"SKANDAMIS, Panagiotis",VI. Research funding,,European Commission DG Research and Innovation,"PARTICIPANT (AS SCIENTIFIC RESPONSIBLE OF AUA TEAM) for the following FP 7 (2) and FP 6 (1) projects 2012-now: SOPHY (FP 7) ""Development of a SOftware tool for Prediction of ready-to-eat food product sHelf life, quality and safetY"", KBBE.2011.2.4-01 (funding scheme: research targeted for SMEs), Grant agreement no: 289053. http://www.sophy-project.eu/ (356 K only for my organization). 2012-now: PROMISE (FP 7) ""Protection of consumers by microbial risk mitigation through combating segregation of expertise"" KBBE.2010.2.4-01 (funding scheme: Improving integration in food safety), Grant agreement no: 265877, http://promise.linux15.webhome.at/home.html, (180 K only for my Organization AUA). 2007-2011. Integrated project: Improved bio-traceability of unintended micro-organisms and their substances in food and feed chains. “BIOTRACER”. Contract No: 036272 (227.000 K only for my Organization AUA) The budget i received in the above three projects was exclusively provided to implement the work and deliverable assigned to my team according to the description of work (DOW). The EU deposited the money to my University without any additional funding by the private sector. For the budget allocated to my University (AUA), i was entitled to distribute it to various needs for achieving tasks and work within these projects and according to EU regulations it was not allowed to me to have any financial profit. Co-ordinator of the following National Grants: 1.Microbiological safety of red meat and ready-to-cook meat products and extension of their shelf-life with edible films and natural antimicrobials. (coordinator) 2011-2013. National Scientific Research Foundation (200.000 euros) 2.Microbiological safety of dairy products (coordinator) 2006-2008. National Scientific Research Foundation (155.000 euros) 3.Identification of biological and chemical indices for characterization of freshness of rapidly frozen seafood (coordinator) 2012-2015. National Scientific Research Foundation (100.000 euros) 4.Development of antimicrobial bioactive packaging materials from starch-rich food wastes and evaluation in food preservation (coordinator) 2012-2015. National Scientific Research Foundation (70.000 euros). 5. Efficacy of NOVEL analytical techniques to prEdict the quality and safetY of newly developed pErishable food products; NOVELEYE, (Project manager) National Scientific Research Foundation, Collaborative network projects between Industry and Acedemia (250.000 euros) Team leader (participant) in the following National Grants 6.Development, mathematical modeling and optimal design of non- thermal technologies for processing, packaging, distribution and storage of safe high quality food products (member of AUA research team) “THALES” 2011-2015 (512.820 euros) 7. Biological Investigation Of the Forces that Influence the Life of pathogens having as Mission to Survive in various Lifestyles; The budget i received in the above projects was exclusively provided by General Secretary of Research and Technology (GSRT 90% via EU and 10% by National Funds) to implement the work and deliverable assigned to my team according to the description of work (DOW). The GSRT deposited the money to my University without any additional funding by the private sector and not being allowed to have any personal profit.",2007-01,now,2015-09-30,BIOHAZ_doi_015.pdf
BIOHAZ,"SKANDAMIS, Panagiotis",VII. Intellectual property rights,,,NO INTEREST,,,2015-09-30,BIOHAZ_doi_015.pdf
BIOHAZ,"SKANDAMIS, Panagiotis",VIII. Other memberships or affiliations,,Various scientific journals I am member of the Editorial Board of SCI journals on Microbial Food,"Safety and Food Spoilage, such as Journal of Food Protection, International Journal of Food Microbiology, Applied and Environmental Microbiology. I am also serving as Associate Editor in the division of Food Microbiology, Safety and Quality of the Journal “Food Research International”. Member of the Scientific Committee of the 11th International Congress on Engineering and Food, Athens, Hilton, May 22 – 26. Member of International Association of Food Protection (IAFP) and Society for Applied Microbiology (SFAM) Member of the Scientific Committee of the 5th, 6th, 7th and 8th International Conference of Predictive Modelling in Foods (IPMFs). Member of the Scientific Committee of the 21st International ICFMH Symposium “Evolving Microbial Food Quality and Safety”. September 1-4, 2008, Aberdeen, UK. Member of the Scientific Committee of the 9th International Conference of Predictive Modelling of Foods (7-13 Sept. 2015) held in Rio de Janeiro. Member of the Scientific Committee of the 29th EFFOST (10-12 Nov. 2015) which will be held in Athens. Member of the Organizing and Scientific Committee of the European International Association for Food Protection conference that was held in Cardiff (April 2015) and the next one which will be held in Athens (11-13 May 2016).",2008-01,now,2015-09-30,BIOHAZ_doi_015.pdf
BIOHAZ,"SKANDAMIS, Panagiotis",X. Interests of close family members,,,NO INTEREST,,,2015-09-30,BIOHAZ_doi_015.pdf
BIOHAZ,"SNARY, Emma",I. Economic interest,,,NO INTEREST,,,2015-04-28,BIOHAZ_doi_016.pdf
BIOHAZ,"SNARY, Emma",II. Member of a managing entity or equivalent structure,,,NO INTEREST,,,2015-04-28,BIOHAZ_doi_016.pdf
BIOHAZ,"SNARY, Emma",III. Member of a scientific advisory entity,,,NO INTEREST,,,2015-04-28,BIOHAZ_doi_016.pdf
BIOHAZ,"SNARY, Emma",IV. Employment,,Animal and Plant Health Agency (APHA),"Dr. Emma Snary is the Senior Risk Analyst at APHA Weybridge, responsible for the leadership of the Biomathematics & Risk Research workgroup in which a varied range of risk assessment, mathematical modelling and statistical work focusing on research, surveillance, teaching and consultancy is undertaken. Projects relate to veterinary and public health issues. Specialising in risk assessment, Emma provides qualitative and quantitative risk assessment advice to UK Government, EFSA and EU in the area of animal health and veterinary public health.",2000-02,now,2015-04-28,BIOHAZ_doi_016.pdf
BIOHAZ,"SNARY, Emma",IX. Other relevant interest,,,NO INTEREST,,,2015-04-28,BIOHAZ_doi_016.pdf
BIOHAZ,"SNARY, Emma",V. Occasional consultancy,,,NO INTEREST,,,2015-04-28,BIOHAZ_doi_016.pdf
BIOHAZ,"SNARY, Emma",VI. Research funding,,Animal and Plant Health Agency (APHA),"In Financial Year 2014/2015 the APHA Biomathematics & Risk Research workgroup received 90% of their funding from public bodies (e.g. Defra, FSA, EU, EFSA). The remainder of the funding received was commerical funding (Pharmaceutical (9.7%); Charity (0.6%)). The funding was for the provision of qualitative/quantitative risk assessment in the area of animal health and veterinary public health. Emma Snary did not work on these privately-funded projects but does manage the analysts that worked on the projects.",2000-02,now,2015-04-28,BIOHAZ_doi_016.pdf
BIOHAZ,"SNARY, Emma",VII. Intellectual property rights,,,NO INTEREST,,,2015-04-28,BIOHAZ_doi_016.pdf
BIOHAZ,"SNARY, Emma",VIII. Other memberships or affiliations,,,NO INTEREST,,,2015-04-28,BIOHAZ_doi_016.pdf
BIOHAZ,"SNARY, Emma",X. Interests of close family members,,,NO INTEREST,,,2015-04-28,BIOHAZ_doi_016.pdf
BIOHAZ,"SPEYBROECK, Niko",I. Economic interest,,,NO INTEREST,,,2015-04-17,BIOHAZ_doi_017.pdf
BIOHAZ,"SPEYBROECK, Niko",II. Member of a managing entity or equivalent structure,,,NO INTEREST,,,2015-04-17,BIOHAZ_doi_017.pdf
BIOHAZ,"SPEYBROECK, Niko",III. Member of a scientific advisory entity,,"FASFC & Sci Com- FASFC, Belgian Federal Agency for the Safety of the Food Chain and Scientific Committee of the Federal Agency for the Safety of the Food Chain, BELGIUM, Brussels","Member of the Scientific Committee of the Belgian Federal Agency of Food Safety Scientific Council. The Scientific Committee has a central role in the assessment of the risks in terms of the food chain. It consists of scientists who specialize in this field. If necessary, it can be relied on a network of experts when very specific problems arise. This function requires monthly plenary sessions. In these sessions the members discuss scientific questions of importance to the Agency and provide advice to the Agency. Furthermore, for specific questions, the members participate in small work-groups, on an ad-hoc basis.",2013-01,now,2015-04-17,BIOHAZ_doi_017.pdf
BIOHAZ,"SPEYBROECK, Niko",III. Member of a scientific advisory entity,,"Nationaal Fonds voor Wetenschappelijk onderzoek (NFWO), National Council for Scientific Research, Brussels, BELGIUM","Member of a the FWO-Med8 Panel Health Sciences: two to three meetings a year. The Nationaal Fonds voor Wetenschappelijk onderzoek (FWO) is a Public Utility Foundation funding fundamental research, see http://www.fwo.be/en/the-fwo/ In the Panel meetings, scientific projects that the members evaluated beforehand, are discussed and ranked. A member evaluates about 30 projects a year.",2014-01,now,2015-04-17,BIOHAZ_doi_017.pdf
BIOHAZ,"SPEYBROECK, Niko",IV. Employment,,UCL (Université catholique de Louvain),Academic Environment - Teaching in the faculty of public health and the faculty of medicine (Université catholique de Louvain) - Research and PhD supervision. Subject: developing and applying analytical tools assisting in better understanding vector-borne diseases & zoonoses. - Service to the society,2007-10,now,2015-04-17,BIOHAZ_doi_017.pdf
BIOHAZ,"SPEYBROECK, Niko",IX. Other relevant interest,,,NO INTEREST,,,2015-04-17,BIOHAZ_doi_017.pdf
BIOHAZ,"SPEYBROECK, Niko",V. Occasional consultancy,,CONFIDENTIAL,Evaluator of Research funding applications of the Romanian - EEA Research Programme,2013-01,now,2015-04-17,BIOHAZ_doi_017.pdf
BIOHAZ,"SPEYBROECK, Niko",V. Occasional consultancy,,CONFIDENTIAL,"Research funding application evaluator, 2013",2013-09,now,2015-04-17,BIOHAZ_doi_017.pdf
BIOHAZ,"SPEYBROECK, Niko",VI. Research funding,,VLIR-grant Belgium,"Infectious diseases- sub- project in Jimma, Ethiopia (Project-leader).",2007-09,now,2015-04-17,BIOHAZ_doi_017.pdf
BIOHAZ,"SPEYBROECK, Niko",VI. Research funding,,"Fonds Spécial de la Recherche, Belgium",PhD grant (Topic: Agent-based Modeling in health).,2009-09,2013-09,2015-04-17,BIOHAZ_doi_017.pdf
BIOHAZ,"SPEYBROECK, Niko",VI. Research funding,,"Fonds de la Recherche Scientique (FNRS), Belgium","Scholarship: ""Modelling of Ixodes ticks in Belgium""",2011-01,2014-06,2015-04-17,BIOHAZ_doi_017.pdf
BIOHAZ,"SPEYBROECK, Niko",VI. Research funding,,"""Bijzonder Ondezoeks Fonds"" Ghent University, Belgium",Scholarship for work on Neglected Tropical Diseases.,2011-09,now,2015-04-17,BIOHAZ_doi_017.pdf
BIOHAZ,"SPEYBROECK, Niko",VI. Research funding,,Fonds Spécial de la Recherche Belgium,PhD grant (Topic: Socio-economic inequalities in health).,2011-09,2013-09,2015-04-17,BIOHAZ_doi_017.pdf
BIOHAZ,"SPEYBROECK, Niko",VI. Research funding,,Université catholique de Louvain Belgium,"Janssen-Scholarship for project: ""Optimising the detection of melanoma's""",2012-01,now,2015-04-17,BIOHAZ_doi_017.pdf
BIOHAZ,"SPEYBROECK, Niko",VI. Research funding,,Université catholique de Louvain,"Cooperation Development-Scholarship for ""Polyparasitism to soil- transmitted helminths, in a co-endemic region in the Democratic Republic of Congo: epidemiology and control""",2012-09,now,2015-04-17,BIOHAZ_doi_017.pdf
BIOHAZ,"SPEYBROECK, Niko",VI. Research funding,,Fonds de la Recherche Scientique (FNRS)-Belgium,"Scholarship: ""Bayesian Methods in Emergency Response""",2013-09,now,2015-04-17,BIOHAZ_doi_017.pdf
BIOHAZ,"SPEYBROECK, Niko",VI. Research funding,,CIUF-CUD-grant Belgium Strengthening the surveillance strategies for malaria control and,elimination in Peru.,2014-09,now,2015-04-17,BIOHAZ_doi_017.pdf
BIOHAZ,"SPEYBROECK, Niko",VII. Intellectual property rights,,,NO INTEREST,,,2015-04-17,BIOHAZ_doi_017.pdf
BIOHAZ,"SPEYBROECK, Niko",VIII. Other memberships or affiliations,,WHO,Food Safety Ferg (foodborne disease burden epidemiology reference group) chair of the country studies task force: in charge of organising teleconferences and chairing meetings and supervising progress of the task force activities. No private funding.,2009-06,now,2015-04-17,BIOHAZ_doi_017.pdf
BIOHAZ,"SPEYBROECK, Niko",X. Interests of close family members,,,NO INTEREST,,,2015-04-17,BIOHAZ_doi_017.pdf
BIOHAZ,"TER KUILE, Benno",I. Economic interest,,,NO INTEREST,,,2015-06-29,BIOHAZ_doi_018.pdf
BIOHAZ,"TER KUILE, Benno",II. Member of a managing entity or equivalent structure,,,NO INTEREST,,,2015-06-29,BIOHAZ_doi_018.pdf
BIOHAZ,"TER KUILE, Benno",III. Member of a scientific advisory entity,,"International Life Sciences Institute (ILSI), International Life Sciences Institute, Brussels, BELGIUM","I was member of an expert group giving advice of microbial safety of low-water activity foods. This advice was unpaid, but travel costs were reimbursed.",2010-03,2012-02,2015-06-29,BIOHAZ_doi_018.pdf
BIOHAZ,"TER KUILE, Benno",IV. Employment,,Food and Consumer Product Safety Authority; 4 days per week,Food safety. No involvement in risk management. Risk assessment on the microbiological risks of hunted game.,2001-10,now,2015-06-29,BIOHAZ_doi_018.pdf
BIOHAZ,"TER KUILE, Benno",IV. Employment,,University of Amsterdam; 1 day per week,Research Antibiotic resistance.,2007-03,now,2015-06-29,BIOHAZ_doi_018.pdf
BIOHAZ,"TER KUILE, Benno",IX. Other relevant interest,,,NO INTEREST,,,2015-06-29,BIOHAZ_doi_018.pdf
BIOHAZ,"TER KUILE, Benno",V. Occasional consultancy,,,NO INTEREST,,,2015-06-29,BIOHAZ_doi_018.pdf
BIOHAZ,"TER KUILE, Benno",VI. Research funding,,Ministry of Agriculture,Mariculture.,2006-01,2008-06,2015-06-29,BIOHAZ_doi_018.pdf
BIOHAZ,"TER KUILE, Benno",VI. Research funding,,Netherlands Food and Consumer Product Safety Authority,Antibiotic resistance. The Netherlands Food and Consumer Product Safety Authority subsidizes the University of Amsterdam to conduct research on antibiotic resistance. As a guest researcher I am responsible for carrying out this project.,2007-09,now,2015-06-29,BIOHAZ_doi_018.pdf
BIOHAZ,"TER KUILE, Benno",VI. Research funding,,EFSA,"Project on the application of ""Omics"" for risk assessment. Subcontractor for the RIVM.",2012-01,2013-07,2015-06-29,BIOHAZ_doi_018.pdf
BIOHAZ,"TER KUILE, Benno",VII. Intellectual property rights,,,NO INTEREST,,,2015-06-29,BIOHAZ_doi_018.pdf
BIOHAZ,"TER KUILE, Benno",VIII. Other memberships or affiliations,,,NO INTEREST,,,2015-06-29,BIOHAZ_doi_018.pdf
BIOHAZ,"TER KUILE, Benno",X. Interests of close family members,,,NO INTEREST,,,2015-06-29,BIOHAZ_doi_018.pdf
BIOHAZ,"THRELFALL, John",I. Economic interest,,,NO INTEREST,,,2015-09-23,BIOHAZ_doi_019.pdf
BIOHAZ,"THRELFALL, John",II. Member of a managing entity or equivalent structure,,,NO INTEREST,,,2015-09-23,BIOHAZ_doi_019.pdf
BIOHAZ,"THRELFALL, John",III. Member of a scientific advisory entity,,,NO INTEREST,,,2015-09-23,BIOHAZ_doi_019.pdf
BIOHAZ,"THRELFALL, John",IV. Employment,,HEALTH PROTECTION AGENCY,"Public Health Microbiology : - Director, HPA Laboratory of Enteric Pathogens, 2003-2008; Head of R &D, Gastrointestinal and Zoonotic Infections Department 2008-2010; Programme Manager EURLOP and EU-LabCat Projects, 2010-2013.",2003-01,2013-12,2015-09-23,BIOHAZ_doi_019.pdf
BIOHAZ,"THRELFALL, John",IX. Other relevant interest,,,NO INTEREST,,,2015-09-23,BIOHAZ_doi_019.pdf
BIOHAZ,"THRELFALL, John",V. Occasional consultancy,,,NO INTEREST,,,2015-09-23,BIOHAZ_doi_019.pdf
BIOHAZ,"THRELFALL, John",VI. Research funding,,,NO INTEREST,,,2015-09-23,BIOHAZ_doi_019.pdf
BIOHAZ,"THRELFALL, John",VII. Intellectual property rights,,,NO INTEREST,,,2015-09-23,BIOHAZ_doi_019.pdf
BIOHAZ,"THRELFALL, John",VIII. Other memberships or affiliations,,,NO INTEREST,,,2015-09-23,BIOHAZ_doi_019.pdf
BIOHAZ,"THRELFALL, John",X. Interests of close family members,,,NO INTEREST,,,2015-09-23,BIOHAZ_doi_019.pdf
BIOHAZ,"WAHLSTROM, Helene",I. Economic interest,,,NO INTEREST,,,2015-11-09,BIOHAZ_doi_020.pdf
BIOHAZ,"WAHLSTROM, Helene",II. Member of a managing entity or equivalent structure,,,NO INTEREST,,,2015-11-09,BIOHAZ_doi_020.pdf
BIOHAZ,"WAHLSTROM, Helene",III. Member of a scientific advisory entity,,,NO INTEREST,,,2015-11-09,BIOHAZ_doi_020.pdf
BIOHAZ,"WAHLSTROM, Helene",IV. Employment,,"SVA, National Veterinary Institute, SWEDEN, Uppsala","The National Veterinary Institute, SVA, is a Swedish national authority that strives for good animal and human health, a good environment and sustainable food production. I work as an epidemiologist mostly with issues regarding surveillance and riskassessment. I am not involved in decisions concerning risk management actions to be taken.",2009-01,now,2015-11-09,BIOHAZ_doi_020.pdf
BIOHAZ,"WAHLSTROM, Helene",IX. Other relevant interest,,,NO INTEREST,,,2015-11-09,BIOHAZ_doi_020.pdf
BIOHAZ,"WAHLSTROM, Helene",V. Occasional consultancy,,,NO INTEREST,,,2015-11-09,BIOHAZ_doi_020.pdf
BIOHAZ,"WAHLSTROM, Helene",VI. Research funding,,"1) Vetenskapsrådet [Swedish research council], Sweden, Stockholm, (VR). 2)The European Union research and Innovation Funding Programme (F7), Belgium, Brussels 3) European Cooperation in Science in Technology (COST), Belgium, Brussels","1) At present I am involved with a four year research project on source attribution on Campylobacter with funding from the Swedish research council, Attributing human cases of campylobacteriosis to their sources as a tool for targeted interventions. Less than5% of my time is allocated to this project. 2) I am also involved in a project : “Development and evaluation of scientific methodologies for cost-effective risk-based animal health surveillance” (Risksur) with funding from the seventh framework programme. The three-year project involves twelve different partners within the EU. Approximately 5% of my time is allocated to this project. 3) I am alos involved in a Network for Evaluation of One Health (NEOH) [TD Cost action TD1404] (http://www.cost.eu/COST_Actions/TDP/Actions/TD1404) The overall aim of NEOH is to enable appropriate evaluations of One Health activities and hence comparison of initiatives as well as informed decision-making and resource allocation.",2012-03,now,2015-11-09,BIOHAZ_doi_020.pdf
BIOHAZ,"WAHLSTROM, Helene",VII. Intellectual property rights,,,NO INTEREST,,,2015-11-09,BIOHAZ_doi_020.pdf
BIOHAZ,"WAHLSTROM, Helene",VIII. Other memberships or affiliations,,,NO INTEREST,,,2015-11-09,BIOHAZ_doi_020.pdf
BIOHAZ,"WAHLSTROM, Helene",X. Interests of close family members,,,NO INTEREST,,,2015-11-09,BIOHAZ_doi_020.pdf
CEF,"BOLOGNESI, Claudia",I. Economic interest,,,NO INTEREST,,,2014-12-03,CEF_doi_000.pdf
CEF,"BOLOGNESI, Claudia",II. Member of a managing entity or equivalent structure,,,NO INTEREST,,,2014-12-03,CEF_doi_000.pdf
CEF,"BOLOGNESI, Claudia",III. Member of a scientific advisory entity,,,NO INTEREST,,,2014-12-03,CEF_doi_000.pdf
CEF,"BOLOGNESI, Claudia",IV. Employment,,IRCCS Azienda Ospedaliera Universitaria San Martino- IST- national Institute for Reasearch on Cancer.,"Employment not within EFSA’s remit From September 1th, 2011 the National Cancer Research Institute, the Oncology Depts of the Genoa General Hospital and University were merged into a single Reasearch Institute with a new denomination. The mission was not changed: ""Know, Prevent and Treat Cancer"" It hasn't any ownership or rights on RA guidance, methodologies, software and/or computational models used in a regulatory process nor an official capacity of Risk Management . C. Bolognesi is head of the Environmental Carcinogenesis Unit which focuses its research on studying carcinogenic and mutagenic chemical compounds and on identifying the interactions between the environment and genetic factors which cause cancer. An effort was directed to study and validate simple, rapid and sensitive genotoxicity tests to be applied in different systems in vivo and in vitro in evaluating the carcinogenic and mutagenic hazard of different classes or categories of chemicals and as biomarkers in human and environmental biomonitoring studies.",1986-01,now,2014-12-03,CEF_doi_000.pdf
CEF,"BOLOGNESI, Claudia",IX. Other relevant interest,,,NO INTEREST,,,2014-12-03,CEF_doi_000.pdf
CEF,"BOLOGNESI, Claudia",V. Occasional consultancy,,Ministry of Health,"Consultancy on the genotoxicity of PPPs through the delivery of assessment report, as support of the Italian National Committee for Pesticide registration.",2011-05,now,2014-12-03,CEF_doi_000.pdf
CEF,"BOLOGNESI, Claudia",VI. Research funding,,,NO INTEREST,,,2014-12-03,CEF_doi_000.pdf
CEF,"BOLOGNESI, Claudia",VII. Intellectual property rights,,,NO INTEREST,,,2014-12-03,CEF_doi_000.pdf
CEF,"BOLOGNESI, Claudia",VIII. Other memberships or affiliations,,,NO INTEREST,,,2014-12-03,CEF_doi_000.pdf
CEF,"BOLOGNESI, Claudia",X. Interests of close family members,,,NO INTEREST,,,2014-12-03,CEF_doi_000.pdf
CEF,"CASTLE, Laurence",I. Economic interest,,,NO INTEREST,,,2015-04-19,CEF_doi_001.pdf
CEF,"CASTLE, Laurence",II. Member of a managing entity or equivalent structure,,,NO INTEREST,,,2015-04-19,CEF_doi_001.pdf
CEF,"CASTLE, Laurence",III. Member of a scientific advisory entity,,UK Food Standards Agency (FSA) and the Ministry of Agriculture Fisheries and Food (MAFF) before the FSA was established,Member of the Working Party on Materials & Articles in Contact with Food or Drink. This WP provided independent scientific advice to the FSA including a scientific review of the research and surveillance projects that the FSA conducted. It did not include policy advice. The WG had not met since ca. 2009 but it had not been formally disbanded.,1990-01,2015-03,2015-04-19,CEF_doi_001.pdf
CEF,"CASTLE, Laurence",III. Member of a scientific advisory entity,,Scientific Committee on Emerging and Newly Identified Health Risks (SCENIHR),"Member as an external expert, of the ad hoc Working Group on the safety assessment of bisphenol A used to make certain medical devices.",2012-02,2015-03,2015-04-19,CEF_doi_001.pdf
CEF,"CASTLE, Laurence",IV. Employment,,Not employed (retired from Fera on 31 March 2015),"Previously employed full-time at Fera (the Food and Environment Research Agency, formerly the Central Science Laboratory) which was an Agency of the UK Department for Environment Food and Rural Affairs (Defra). Fera was a not-for-profit full-costs-recovery government Agency of Defra. Fera offered, in open competition, its R&D and analytical services to bodies such as its parent department Defra and to other UK and non-UK Government departments, industry world-wide, the EU Research programmes, and consumer organisations. This included research projects and the analysis of samples for food and feed additives, residues, chemical migrants from packaging, markers of authenticity, and contaminants of all sorts. I was a civil servant. My salary was fixed and I had no other paid employment, contracted work, or fee income of any kind. I was most reently a member of the Food Quality & Safety programme within Fera. This programme had approximately 120 staff members plus visiting workers and students. The programme ran more than 130 projects pa for its customers and provided analytical services too. I retired from Fera on 31 March 2015.",2015-04,now,2015-04-19,CEF_doi_001.pdf
CEF,"CASTLE, Laurence",IX. Other relevant interest,,Comité Européen de Normalisation (European Committee for Standardisation),I was convenor of CEN Technical Committee 194 Sub-Committee 1 (TC194/SC1) until 2012. It deals with standardisation of analytical methods for testing chemical migration from food contact materials. It does not deal with risk assessemnt or risk management and it does not make policy.,2000-01,2012-01,2015-04-19,CEF_doi_001.pdf
CEF,"CASTLE, Laurence",IX. Other relevant interest,,ILSI (International Life Sciences Institute) – non profit,"NIAS in food contact materials. I participated as an observer on behalf of EFSA in an ad-hoc ILSI-Europe expert group. That group aims to produce a guidance document on how to address the safety of NIAS (non-intentionally added substances) in food contact materials. I attended their first meetings, answered questions about EFSA’s own work in this area, contributed to the development of scientific approaches, and reported back to the EFSA WG on FCMs. The first ILSI-NIAS meeting was in October 2011 and I ceased my participation in that group in June 2012 once that preliminary work was completed. I subsequently was invited and attended a workshop organised by ILSI Europe and held on 2-4 April 2014, in Brussels. The draft NIAS document was sent to all participants in advance of that workshop and it was stated by the organisers that a peer-reviewed publication covering the discussions would be produced soon after the workshop.",2011-10,2014-04,2015-04-19,CEF_doi_001.pdf
CEF,"CASTLE, Laurence",IX. Other relevant interest,,ILSI - International Life Science Institute,"I gave the concluding presentation at the 5th international symposium on food packaging, scientific developments supporting safety and innovation, 14-16 November 2012, Berlin, organised by ILSI Europe.",2012-11,2012-11,2015-04-19,CEF_doi_001.pdf
CEF,"CASTLE, Laurence",V. Occasional consultancy,,,NO INTEREST,,,2015-04-19,CEF_doi_001.pdf
CEF,"CASTLE, Laurence",VI. Research funding,,EU-FP7,"I was coordinator of workpackage 4 (Packaging) of the EU-FP7- funded FACET project [http://www.ucd.ie/facet/] which started in September 2008 and ran for 4 years. FACET stands for Flavours Additives and Contact materials Exposure Task. The WP4 had 8 partners including a Facet Industry Group (FIG) that was comprised of 12 European Trade Associations that cover all the major food packaging materials except for glass. Fera’s participation in the FACET project was funded 75% by the European Commission, 15% by the FIG, and 10% by the UK Food Standards Agency. The FIG was a key partner in the FACET project since they provided information on packaging composition and usage which was key to being able to estimate consumer exposure. Consequently as workpackage leader I worked closely and frequently with the FIG on this project.",2008-09,2012-08,2015-04-19,CEF_doi_001.pdf
CEF,"CASTLE, Laurence",VI. Research funding,,"The Valspar Coorporation, HJ Heinz and Fera","I co-supervised a PhD student at the University of Leeds, School of Chemistry in 2010-13. The aim of his research was to gain a better understanding of the possible degradative release of melamine and related amino crosslinking materials, from polymeric coatings on metal substrates. The studentship was funded jointly by the Valspar Corporation, HJ Heinz and Fera. As well as myself, the other external supervisor of the student was Dr PK Oldring of the Valspar Corp. Establishing this PhD followed a very successful project between Fera and Leeds University, funded completely by the UK Government (Defra, LINK Project FQS-45, 2005-2008) and with HJ Heinz, Valspar Corp. and Impress as the 3 industrial partners. The project was entitled: New technologies and chemistries for food can coatings. FQS-45 resulted in 3 MSc theses, 2 PhD theses, plus a good number of journal publications.",2010-09,2013-10,2015-04-19,CEF_doi_001.pdf
CEF,"CASTLE, Laurence",VI. Research funding,,EU-FP7 and the UK-FSA,"I participated in the TDS-Exposure project as WorkPackage leader for WP4 (Food preparation, composite formation, and chemical analysis). TDS-Exposure is a four-year FP7-funded Collaborative (Research) Project with 26 partners from 19 countries, and it is led by ANSES in Paris, under Grant Agreement: 289108 Total Diet Study Exposure, 1st February 2012-31st January 2016. The funding for Fera in this project comes from the EU-FP7 (75%) with top-up funds from the UK Food Standards Agency. TDS-Exposure aims to standardise measurement of dietary chemicals throughout Europe and create an EU-wide network of TDS centers.",2012-02,2015-03,2015-04-19,CEF_doi_001.pdf
CEF,"CASTLE, Laurence",VII. Intellectual property rights,,,NO INTEREST,,,2015-04-19,CEF_doi_001.pdf
CEF,"CASTLE, Laurence",VIII. Other memberships or affiliations,,,NO INTEREST,,,2015-04-19,CEF_doi_001.pdf
CEF,"CASTLE, Laurence",X. Interests of close family members,,,NO INTEREST,,,2015-04-19,CEF_doi_001.pdf
CEF,"CRAVEDI, Jean-Pierre",I. Economic interest,,,NO INTEREST,,,2015-03-05,CEF_doi_002.pdf
CEF,"CRAVEDI, Jean-Pierre",II. Member of a managing entity or equivalent structure,,,NO INTEREST,,,2015-03-05,CEF_doi_002.pdf
CEF,"CRAVEDI, Jean-Pierre",III. Member of a scientific advisory entity,,"ANSES, Agence nationale de sécurité sanitaire de l'alimentation, de l'environnement et du travail, FRANCE, Maisons- Alfort",Member of a working group on Bisphenol A,2009-09,2010-02,2015-03-05,CEF_doi_002.pdf
